_id,Date and time (YYYY-MM-DD HH:MM:SS),Temperature (Degree Celcius),Global irradiance (W/m^2),Humidity (%),Atmospheric pressure (hPa; not normalized to sea level),Precipitation (mm),Average wind speed (km/h; 10min window),Wind direction (Degree),Dew point (Degree Celcius),Apparent temperature (Degree Celcius),Maximum wind speed (km/h; 10min window)
552,2017-08-04T19:51:00,25.00,131.87,45.30,1000.72,0.0000,9.64,266,12.35,27.40,13.80
553,2017-08-04T20:01:00,25.02,104.93,44.47,1000.69,0.0000,10.17,275,12.09,27.29,13.15
554,2017-08-04T20:11:00,24.97,78.96,45.01,1000.79,0.0000,6.67,268,12.23,27.31,9.34
555,2017-08-04T20:21:00,24.72,54.92,45.65,1000.88,0.0000,10.66,268,12.22,27.05,16.08
556,2017-08-04T20:31:00,24.59,32.02,46.32,1000.88,0.0000,8.33,288,12.32,26.98,10.10
557,2017-08-04T20:41:00,24.34,15.37,47.32,1001.01,0.0000,8.54,285,12.41,26.77,16.16
558,2017-08-04T20:51:00,24.15,7.30,47.71,1001.06,0.0000,7.81,282,12.37,26.56,11.81
559,2017-08-04T21:01:00,24.02,3.49,48.69,1001.28,0.0000,6.64,286,12.56,26.54,9.25
560,2017-08-04T21:11:00,23.75,1.42,49.41,1001.34,0.0000,7.76,279,12.53,26.24,9.30
561,2017-08-04T21:21:00,23.68,0.48,49.85,1001.46,0.0000,6.50,286,12.61,26.21,8.54
562,2017-08-04T21:31:00,23.53,0.37,50.07,1001.63,0.0000,4.83,279,12.54,26.03,8.57
563,2017-08-04T21:41:00,23.35,0.22,51.84,1001.77,0.0000,3.34,265,12.90,26.05,5.06
564,2017-08-04T21:51:00,22.98,0.37,53.17,1001.97,0.0000,3.82,236,12.95,25.71,4.87
565,2017-08-04T22:01:00,22.70,0.22,54.63,1002.03,0.0000,4.44,227,13.10,25.50,6.38
566,2017-08-04T22:11:00,22.54,0.12,55.33,1002.01,0.0000,3.78,216,13.15,25.37,6.34
567,2017-08-04T22:21:00,22.42,0.06,56.78,1002.01,0.0000,3.17,198,13.43,25.41,4.32
568,2017-08-04T22:31:00,21.99,0.02,59.85,1002.00,0.0000,4.94,178,13.84,25.21,5.94
569,2017-08-04T22:41:00,21.78,0.04,61.04,1002.15,0.0000,3.63,178,13.94,25.06,4.90
570,2017-08-04T22:51:00,21.48,0.10,62.09,1002.21,0.0000,5.27,174,13.92,24.74,7.22
571,2017-08-04T23:01:00,21.39,0.06,62.84,1002.30,0.0000,5.10,179,14.02,24.71,6.27
572,2017-08-04T23:11:00,21.21,0.04,63.18,1002.24,0.0000,4.78,180,13.93,24.48,6.27
573,2017-08-04T23:21:00,21.11,0.10,63.33,1002.24,0.0000,4.88,187,13.88,24.34,5.63
574,2017-08-04T23:31:00,20.98,0.10,64.01,1002.33,0.0000,6.23,192,13.92,24.24,7.90
575,2017-08-04T23:41:00,20.90,0.07,63.75,1002.35,0.0000,6.09,184,13.78,24.09,7.56
576,2017-08-04T23:51:00,20.88,0.16,63.63,1002.32,0.0000,5.88,190,13.73,24.04,7.10
577,2017-08-05T00:01:00,20.78,0.09,63.54,1002.32,0.0000,6.93,191,13.61,23.87,8.41
578,2017-08-05T00:11:00,20.71,0.07,63.71,1002.22,0.0000,3.75,199,13.59,23.79,5.73
579,2017-08-05T00:21:00,20.60,0.08,64.42,1002.24,0.0000,2.28,198,13.66,23.71,3.32
580,2017-08-05T00:31:00,20.55,0.00,63.93,1002.29,0.0000,3.46,183,13.49,23.57,5.87
581,2017-08-05T00:41:00,20.34,-0.04,65.02,1002.28,0.0000,3.96,160,13.56,23.40,5.67
582,2017-08-05T00:51:00,20.11,-0.05,66.75,1002.22,0.0000,2.43,100,13.74,23.27,3.51
583,2017-08-05T01:01:00,19.91,-0.15,66.53,1002.18,0.0000,3.08,113,13.50,19.91,3.89
584,2017-08-05T01:11:00,19.84,-0.15,67.14,1002.20,0.0000,2.96,111,13.57,19.84,3.89
585,2017-08-05T01:21:00,19.70,0.04,67.51,1002.17,0.0000,2.02,96,13.52,19.70,2.96
586,2017-08-05T01:31:00,19.62,0.02,67.09,1002.10,0.0000,2.66,95,13.35,19.62,3.34
587,2017-08-05T01:41:00,19.68,-0.10,67.43,1002.19,0.0000,2.33,94,13.49,19.68,3.23
588,2017-08-05T01:51:00,19.56,-0.06,67.78,1002.10,0.0000,2.68,98,13.45,19.56,4.07
589,2017-08-05T02:01:00,19.48,-0.02,68.48,1001.91,0.0000,3.37,98,13.53,19.48,3.95
590,2017-08-05T02:11:00,19.51,-0.09,68.74,1001.91,0.0000,2.32,98,13.62,19.51,3.63
591,2017-08-05T02:21:00,19.36,-0.16,68.23,1001.83,0.0000,3.91,89,13.36,19.36,4.73
592,2017-08-05T02:31:00,19.23,0.00,68.77,1001.73,0.0000,5.31,93,13.36,19.23,5.87
593,2017-08-05T02:41:00,19.16,-0.08,68.94,1001.68,0.0000,4.97,94,13.33,19.16,6.04
594,2017-08-05T02:51:00,19.11,-0.14,68.67,1001.68,0.0000,5.01,92,13.22,19.11,6.64
595,2017-08-05T03:01:00,19.05,-0.05,68.71,1001.70,0.0000,5.96,90,13.17,19.05,6.65
596,2017-08-05T03:11:00,18.94,-0.01,68.76,1001.66,0.0000,5.75,96,13.08,18.94,7.34
597,2017-08-05T03:21:00,18.74,-0.13,68.94,1001.70,0.0000,4.36,99,12.93,18.74,5.49
598,2017-08-05T03:31:00,18.74,-0.08,68.80,1001.62,0.0000,4.67,95,12.89,18.74,5.72
599,2017-08-05T03:41:00,18.62,-0.04,68.56,1001.62,0.0000,5.06,96,12.73,18.62,6.51
600,2017-08-05T03:51:00,18.66,-0.01,68.40,1001.56,0.0000,4.76,98,12.73,18.66,6.28
601,2017-08-05T04:01:00,18.54,-0.05,68.82,1001.50,0.0000,4.07,99,12.71,18.54,5.68
602,2017-08-05T04:11:00,18.59,0.02,68.92,1001.48,0.0000,3.46,111,12.78,18.59,4.43
603,2017-08-05T04:21:00,18.66,-0.03,68.39,1001.35,0.0000,2.80,105,12.73,18.66,3.63
604,2017-08-05T04:31:00,18.75,-0.06,67.43,1001.29,0.0000,2.87,97,12.60,18.75,4.52
605,2017-08-05T04:41:00,18.80,0.00,67.08,1001.08,0.0000,3.50,98,12.57,18.80,5.14
606,2017-08-05T04:51:00,18.81,-0.03,66.67,1001.06,0.0000,3.22,106,12.48,18.81,4.72
607,2017-08-05T05:01:00,18.99,0.02,66.43,1000.98,0.0000,2.60,115,12.60,18.99,3.56
608,2017-08-05T05:11:00,19.09,-0.09,65.54,1000.93,0.0000,1.76,96,12.49,19.09,2.76
609,2017-08-05T05:21:00,19.10,-0.01,65.62,1000.80,0.0000,0.42,51,12.51,19.10,1.14
610,2017-08-05T05:31:00,19.40,0.11,64.25,1000.74,0.0000,1.01,354,12.48,19.40,1.80
611,2017-08-05T05:41:00,19.32,0.29,66.94,1000.67,0.0000,3.52,347,13.03,19.32,4.22
612,2017-08-05T05:51:00,19.08,0.98,67.88,1000.78,0.0000,2.94,315,13.01,19.08,5.26
613,2017-08-05T06:01:00,18.92,2.73,67.74,1000.78,0.0000,4.10,325,12.83,18.92,5.60
614,2017-08-05T06:11:00,18.99,5.65,68.93,1000.79,0.0000,2.09,347,13.17,18.99,3.05
615,2017-08-05T06:21:00,18.58,12.58,69.28,1000.88,0.0000,2.42,33,12.85,18.58,6.35
616,2017-08-05T06:31:00,18.52,21.08,69.55,1000.80,0.0000,3.79,298,12.85,18.52,5.76
617,2017-08-05T06:41:00,18.63,23.81,71.92,1000.80,0.0000,3.92,286,13.47,18.63,5.36
618,2017-08-05T06:51:00,18.50,56.91,75.78,1000.80,0.0000,2.55,297,14.15,18.50,4.93
619,2017-08-05T07:01:00,18.67,77.96,74.82,1000.83,0.0000,2.59,29,14.12,18.67,3.95
620,2017-08-05T07:11:00,18.75,50.30,73.81,1000.74,0.0000,2.28,247,13.98,18.75,3.40
621,2017-08-05T07:21:00,19.02,87.17,73.48,1000.77,0.0000,3.22,206,14.17,19.02,4.45
622,2017-08-05T07:31:00,19.23,94.51,70.19,1000.81,0.0000,3.40,221,13.67,19.23,5.86
623,2017-08-05T07:41:00,19.22,87.19,68.58,1000.82,0.0000,4.50,204,13.31,19.22,8.25
624,2017-08-05T07:51:00,19.10,169.65,70.29,1000.78,0.0000,6.46,217,13.57,19.10,8.71
625,2017-08-05T08:01:00,19.25,118.96,70.43,1000.73,0.0000,5.78,213,13.74,19.25,9.03
626,2017-08-05T08:11:00,19.18,244.07,71.16,1000.79,0.0000,5.45,215,13.83,19.18,10.07
627,2017-08-05T08:21:00,19.43,253.92,70.37,1000.71,0.0000,4.23,224,13.91,19.43,5.55
628,2017-08-05T08:31:00,19.99,109.63,67.00,1000.74,0.0000,5.44,205,13.69,19.99,9.17
629,2017-08-05T08:39:00,20.23,314.30,66.80,1000.82,0.0000,6.50,235,13.87,23.47,8.58
630,2017-08-05T08:51:00,20.54,338.14,65.83,1000.64,0.0000,5.17,218,13.93,23.81,7.12
631,2017-08-05T09:01:00,21.12,362.27,65.39,1000.85,0.0000,5.26,262,14.38,24.65,7.21
632,2017-08-05T09:11:00,21.44,389.35,63.41,1000.96,0.0000,5.93,238,14.21,24.87,9.08
633,2017-08-05T09:21:00,21.89,433.83,62.18,1000.80,0.0000,6.11,204,14.33,25.39,9.02
634,2017-08-05T09:31:00,22.25,472.29,62.14,1000.73,0.0000,5.17,204,14.66,25.94,8.21
635,2017-08-05T09:41:00,22.79,476.04,58.43,1000.61,0.0000,8.24,203,14.22,26.22,12.65
636,2017-08-05T09:51:00,23.19,505.17,56.66,1000.43,0.0000,11.42,202,14.12,26.56,19.51
637,2017-08-05T10:01:00,23.68,518.74,57.24,1000.48,0.0000,7.63,202,14.73,27.42,10.25
638,2017-08-05T10:11:00,23.94,542.17,55.02,1000.41,0.0000,10.32,232,14.36,27.45,14.82
639,2017-08-05T10:21:00,24.35,573.65,53.72,1000.38,0.0000,9.84,220,14.37,27.87,12.99
640,2017-08-05T10:31:00,24.73,626.21,52.59,1000.25,0.0000,11.65,237,14.40,28.26,19.83
641,2017-08-05T10:41:00,24.96,517.78,50.21,1000.27,0.0000,12.46,240,13.90,28.21,21.90
642,2017-08-05T10:51:00,25.08,400.26,50.22,1000.30,0.0000,14.14,228,14.01,28.39,21.41
643,2017-08-05T11:01:00,24.74,297.92,51.69,1000.13,0.0000,11.19,221,14.14,28.12,15.74
644,2017-08-05T11:11:00,24.98,591.47,51.78,1000.15,0.0000,12.12,239,14.39,28.51,18.42
645,2017-08-05T11:21:00,25.18,554.27,51.28,1000.07,0.0000,12.89,240,14.42,28.74,17.43
646,2017-08-05T11:31:00,25.48,528.31,50.12,1000.13,0.0000,15.34,229,14.34,28.98,23.05
647,2017-08-05T11:41:00,25.85,562.57,49.71,1000.16,0.0000,14.37,224,14.55,29.48,20.24
648,2017-08-05T11:51:00,25.93,823.18,49.77,1000.16,0.0000,13.38,236,14.65,29.62,18.02
649,2017-08-05T12:01:00,26.18,428.46,49.90,1000.18,0.0000,11.79,238,14.92,30.02,17.18
650,2017-08-05T12:11:00,25.55,495.51,51.84,1000.03,0.0050,14.44,242,14.93,29.40,17.98
651,2017-08-05T12:21:00,25.76,244.58,51.63,1000.08,0.0000,13.99,227,15.06,29.69,20.51
652,2017-08-05T12:31:00,25.56,259.88,52.78,1000.07,0.0000,13.50,239,15.22,29.59,17.55
653,2017-08-05T12:41:00,25.72,687.79,53.05,999.97,0.0000,13.70,244,15.45,29.89,17.31
654,2017-08-05T12:51:00,26.14,376.00,52.05,999.88,0.0000,11.58,243,15.54,30.37,17.33
655,2017-08-05T13:01:00,26.19,185.58,51.60,999.90,0.0000,9.99,253,15.44,30.35,16.97
656,2017-08-05T13:11:00,25.78,120.08,53.75,1000.04,0.0000,11.58,247,15.70,30.11,15.05
657,2017-08-05T13:21:00,24.87,90.10,58.65,1000.34,0.0000,13.87,272,16.22,29.53,25.05
658,2017-08-05T13:26:00,24.42,81.99,60.79,1000.35,0.0000,16.88,277,16.36,29.18,25.05
659,2017-08-05T13:41:00,22.16,78.35,76.72,1000.89,0.0550,19.41,273,17.89,27.97,23.25
660,2017-08-05T13:51:00,21.25,113.45,87.52,1001.15,0.1450,17.95,278,19.09,27.95,24.63
661,2017-08-05T14:01:00,20.90,137.71,91.34,1001.09,0.1250,12.51,268,19.43,27.86,17.55
662,2017-08-05T14:11:00,21.07,206.76,91.68,1001.03,0.0450,6.56,269,19.67,28.22,13.29
663,2017-08-05T14:21:00,21.40,178.57,89.52,1000.84,0.0050,6.88,242,19.61,28.51,10.73
664,2017-08-05T14:31:00,21.74,69.62,87.23,1001.07,0.0000,6.48,217,19.53,28.78,10.15
665,2017-08-05T14:41:00,21.67,63.77,89.40,1001.16,0.0000,8.37,184,19.85,28.97,12.58
666,2017-08-05T14:51:00,21.14,175.07,91.69,1001.13,0.1550,11.98,182,19.74,28.34,17.73
667,2017-08-05T15:01:00,21.25,218.49,91.68,1001.15,0.0050,9.12,180,19.85,28.55,10.97
668,2017-08-05T15:11:00,22.00,530.45,89.24,1001.00,0.0000,9.19,190,20.15,29.53,11.80
669,2017-08-05T15:21:00,22.38,850.01,83.48,1000.73,0.0000,12.69,187,19.44,29.34,16.16
670,2017-08-05T15:31:00,23.33,805.44,78.47,1000.72,0.0000,12.32,189,19.37,30.24,18.35
671,2017-08-05T15:41:00,23.57,766.26,77.17,1000.73,0.0000,12.71,208,19.35,30.46,17.71
672,2017-08-05T15:51:00,24.11,335.29,74.90,1000.62,0.0000,10.30,196,19.38,31.03,13.40
673,2017-08-05T16:01:00,24.57,803.61,72.17,1000.67,0.0000,11.54,199,19.23,31.36,18.88
674,2017-08-05T16:11:00,24.41,166.24,73.10,1000.56,0.0000,11.73,210,19.28,31.26,18.16
675,2017-08-05T16:21:00,24.54,184.85,72.83,1000.72,0.0000,9.89,216,19.35,31.43,14.55
676,2017-08-05T16:31:00,24.70,328.01,70.81,1000.82,0.0000,10.61,226,19.05,31.36,15.22
677,2017-08-05T16:41:00,24.87,257.78,59.34,1000.92,0.0000,14.09,246,16.41,29.66,19.36
678,2017-08-05T16:51:00,24.83,216.62,57.56,1001.16,0.0000,13.26,248,15.89,29.28,19.63
679,2017-08-05T17:01:00,25.30,540.16,54.35,1001.11,0.0000,12.18,256,15.43,29.46,18.46
680,2017-08-05T17:11:00,25.58,340.71,52.99,1001.06,0.0000,15.07,267,15.30,29.66,19.39
681,2017-08-05T17:21:00,25.21,256.14,53.72,1001.12,0.0000,14.07,259,15.17,29.21,22.32
682,2017-08-05T17:31:00,25.00,256.63,53.31,1001.07,0.0000,17.05,259,14.85,28.80,24.31
683,2017-08-05T17:41:00,25.55,332.83,50.95,1001.11,0.0000,12.65,269,14.67,29.25,15.57
684,2017-08-05T17:51:00,25.43,159.92,50.77,1001.19,0.0000,12.46,268,14.49,29.02,20.30
685,2017-08-05T18:01:00,24.95,143.71,50.03,1001.27,0.0000,16.45,271,13.82,28.15,20.87
686,2017-08-05T18:11:00,24.85,190.19,48.65,1001.33,0.0000,17.92,276,13.31,27.77,24.79
687,2017-08-05T18:21:00,24.64,96.04,48.26,1001.63,0.0000,18.32,269,12.99,27.38,24.69
688,2017-08-05T18:31:00,24.55,125.12,47.89,1001.66,0.0000,15.29,275,12.79,27.19,23.76
689,2017-08-05T18:41:00,24.47,104.32,48.59,1001.87,0.0000,11.12,263,12.94,27.18,15.45
690,2017-08-05T18:51:00,24.18,117.95,48.07,1002.08,0.0000,16.36,283,12.51,26.66,20.21
691,2017-08-05T19:01:00,23.74,101.21,49.18,1002.23,0.0000,17.26,286,12.45,26.19,23.44
692,2017-08-05T19:11:00,23.26,83.26,50.25,1002.41,0.0000,15.97,288,12.34,25.66,19.39
693,2017-08-05T19:21:00,22.78,61.14,48.05,1002.63,0.0000,17.59,286,11.23,24.62,22.15
694,2017-08-05T19:31:00,22.43,53.43,46.36,1002.91,0.0000,19.58,286,10.37,23.85,23.22
695,2017-08-05T19:41:00,22.36,41.63,46.11,1002.76,0.0000,13.40,283,10.22,23.71,20.85
696,2017-08-05T19:51:00,22.34,38.25,45.18,1002.85,0.0000,12.60,278,9.90,23.55,17.20
697,2017-08-05T20:01:00,22.21,37.23,44.55,1003.19,0.0000,10.33,256,9.58,23.28,18.44
698,2017-08-05T20:06:00,22.15,23.93,43.78,1003.20,0.0000,10.38,252,9.26,23.07,18.44
699,2017-08-05T20:21:00,22.02,23.44,44.14,1003.33,0.0000,9.98,282,9.27,22.95,12.33
700,2017-08-05T20:31:00,21.76,16.25,44.19,1003.31,0.0000,9.63,285,9.05,22.60,16.56
701,2017-08-05T20:41:00,21.47,13.68,45.80,1003.43,0.0000,9.38,244,9.31,22.41,13.42
702,2017-08-05T20:51:00,21.33,5.95,46.16,1003.66,0.0000,9.22,253,9.30,22.28,13.22
703,2017-08-05T21:01:00,21.13,3.60,47.11,1003.88,0.0000,6.29,269,9.42,22.12,11.69
704,2017-08-05T21:11:00,20.98,1.27,47.62,1004.02,0.0000,7.64,253,9.44,21.98,10.33
705,2017-08-05T21:21:00,20.87,0.51,48.80,1004.15,0.0000,7.76,248,9.71,22.00,9.60
706,2017-08-05T21:31:00,20.47,0.25,50.26,1004.24,0.0000,8.04,234,9.78,21.63,10.15
707,2017-08-05T21:41:00,19.98,0.15,53.75,1004.45,0.0000,6.96,230,10.33,19.98,11.19
708,2017-08-05T21:51:00,19.72,0.27,55.01,1004.54,0.0000,7.03,236,10.43,19.72,9.75
709,2017-08-05T22:01:00,19.79,0.28,54.70,1004.63,0.0000,8.11,243,10.41,19.79,10.24
710,2017-08-05T22:11:00,19.81,0.27,55.48,1004.57,0.0000,7.91,247,10.64,19.81,12.59
711,2017-08-05T22:21:00,19.74,0.26,56.23,1004.70,0.0000,10.43,241,10.78,19.74,12.42
712,2017-08-05T22:31:00,19.57,0.17,56.99,1004.75,0.0000,7.96,232,10.83,19.57,10.85
713,2017-08-05T22:41:00,19.34,0.16,57.99,1004.83,0.0000,6.52,227,10.87,19.34,9.27
714,2017-08-05T22:51:00,19.30,0.12,58.39,1004.95,0.0000,6.51,226,10.94,19.30,9.11
715,2017-08-05T23:01:00,18.73,0.01,60.93,1004.91,0.0000,7.27,189,11.04,18.73,8.92
716,2017-08-05T23:11:00,18.26,0.16,63.89,1004.97,0.0000,7.46,221,11.32,18.26,9.13
717,2017-08-05T23:21:00,18.16,0.16,64.58,1004.92,0.0000,7.51,238,11.38,18.16,10.86
718,2017-08-05T23:31:00,18.15,0.25,65.00,1004.92,0.0000,9.15,238,11.47,18.15,10.23
719,2017-08-05T23:41:00,18.26,0.16,65.02,1004.98,0.0000,8.65,233,11.58,18.26,10.61
720,2017-08-05T23:51:00,18.23,0.23,65.16,1005.21,0.0000,8.04,237,11.59,18.23,10.81
721,2017-08-06T00:01:00,18.13,0.18,65.19,1005.22,0.0000,7.75,226,11.50,18.13,10.39
722,2017-08-06T00:11:00,17.94,0.09,66.30,1005.20,0.0000,6.14,221,11.57,17.94,8.00
723,2017-08-06T00:21:00,17.78,0.21,67.06,1005.33,0.0000,5.12,223,11.59,17.78,7.46
724,2017-08-06T00:31:00,17.74,0.20,67.18,1005.44,0.0000,6.41,231,11.58,17.74,9.97
725,2017-08-06T00:41:00,17.67,0.18,67.61,1005.44,0.0000,5.03,229,11.61,17.67,7.29
726,2017-08-06T00:51:00,17.62,0.08,67.77,1005.48,0.0000,5.32,229,11.60,17.62,9.03
727,2017-08-06T01:01:00,17.57,0.25,68.07,1005.50,0.0000,5.60,227,11.62,17.57,9.70
728,2017-08-06T01:11:00,17.48,0.06,68.57,1005.55,0.0000,5.22,226,11.64,17.48,6.71
729,2017-08-06T01:21:00,17.38,0.09,68.93,1005.63,0.0000,5.67,217,11.62,17.38,6.89
730,2017-08-06T01:31:00,17.39,0.05,68.73,1005.77,0.0000,3.89,261,11.59,17.39,6.84
731,2017-08-06T01:41:00,17.78,0.26,66.74,1005.82,0.0000,3.44,271,11.52,17.78,5.44
732,2017-08-06T01:51:00,17.82,0.31,66.29,1005.79,0.0000,4.17,258,11.46,17.82,6.25
733,2017-08-06T02:01:00,17.83,0.22,66.31,1005.90,0.0000,4.85,245,11.47,17.83,9.12
734,2017-08-06T02:11:00,17.84,0.19,66.33,1006.01,0.0000,4.42,246,11.48,17.84,6.49
735,2017-08-06T02:21:00,17.74,0.09,67.41,1006.05,0.0000,4.11,236,11.63,17.74,6.69
736,2017-08-06T02:31:00,17.61,0.25,67.84,1006.05,0.0000,3.79,240,11.60,17.61,4.79
737,2017-08-06T02:41:00,17.47,0.19,68.90,1006.11,0.0000,3.59,222,11.70,17.47,4.40
738,2017-08-06T02:51:00,17.32,0.12,69.73,1006.13,0.0000,3.90,226,11.74,17.32,5.81
739,2017-08-06T03:01:00,17.05,0.14,70.90,1006.09,0.0000,5.58,231,11.73,17.05,7.37
740,2017-08-06T03:11:00,16.90,-0.01,71.82,1006.05,0.0000,5.02,206,11.79,16.90,7.13
741,2017-08-06T03:21:00,16.73,-0.01,73.59,1006.21,0.0000,3.58,171,11.99,16.73,5.75
742,2017-08-06T03:31:00,16.40,0.04,75.24,1006.30,0.0000,2.74,183,12.01,16.40,4.51
743,2017-08-06T03:41:00,16.29,-0.04,75.78,1006.37,0.0000,3.67,181,12.01,16.29,4.93
744,2017-08-06T03:51:00,16.39,0.07,75.07,1006.45,0.0000,2.10,188,11.97,16.39,3.39
745,2017-08-06T04:01:00,16.63,0.08,73.77,1006.55,0.0000,3.24,235,11.93,16.63,4.03
746,2017-08-06T04:11:00,16.80,0.07,73.15,1006.59,0.0000,2.66,237,11.97,16.80,3.87
747,2017-08-06T04:21:00,16.96,-0.01,72.25,1006.51,0.0000,3.01,217,11.94,16.96,6.62
748,2017-08-06T04:31:00,16.88,0.14,72.64,1006.61,0.0000,5.27,224,11.94,16.88,7.34
749,2017-08-06T04:41:00,16.92,0.04,72.59,1006.64,0.0000,3.19,233,11.97,16.92,4.85
750,2017-08-06T04:51:00,16.85,0.12,72.99,1006.62,0.0000,3.56,229,11.98,16.85,5.70
751,2017-08-06T05:01:00,16.77,0.17,73.68,1006.64,0.0000,3.56,243,12.05,16.77,4.81
752,2017-08-06T05:11:00,16.67,0.00,74.30,1006.70,0.0000,4.75,219,12.08,16.67,6.61
753,2017-08-06T05:21:00,16.59,-0.04,74.83,1006.78,0.0000,3.05,203,12.12,16.59,4.86
754,2017-08-06T05:31:00,16.30,0.09,76.66,1006.88,0.0000,3.97,224,12.19,16.30,6.07
755,2017-08-06T05:41:00,16.14,0.32,78.80,1006.86,0.0000,3.53,230,12.47,16.14,5.46
756,2017-08-06T05:51:00,16.24,2.18,79.02,1006.96,0.0000,4.09,229,12.60,16.24,5.07
757,2017-08-06T06:01:00,16.18,3.11,78.46,1007.11,0.0000,3.91,244,12.44,16.18,5.43
758,2017-08-06T06:11:00,16.10,6.45,77.34,1007.24,0.0000,3.17,218,12.14,16.10,4.66
759,2017-08-06T06:21:00,15.82,14.26,78.77,1007.29,0.0000,3.68,212,12.15,15.82,4.89
760,2017-08-06T06:31:00,15.80,20.51,79.17,1007.41,0.0000,2.89,212,12.20,15.80,5.25
761,2017-08-06T06:41:00,15.85,25.33,78.64,1007.56,0.0000,2.51,147,12.14,15.85,3.64
762,2017-08-06T06:51:00,15.76,52.54,79.01,1007.69,0.0000,3.04,219,12.13,15.76,3.63
763,2017-08-06T07:01:00,16.23,73.79,77.74,1007.58,0.0000,2.82,208,12.34,16.23,3.88
764,2017-08-06T07:11:00,16.37,96.26,76.87,1007.61,0.0000,2.60,217,12.31,16.37,3.56
765,2017-08-06T07:21:00,16.57,120.77,76.67,1007.75,0.0000,3.04,223,12.46,16.57,3.90
766,2017-08-06T07:31:00,16.66,119.29,76.49,1007.86,0.0000,4.07,189,12.51,16.66,5.15
767,2017-08-06T07:41:00,16.89,168.24,74.68,1007.92,0.0000,3.62,183,12.37,16.89,4.74
768,2017-08-06T07:51:00,16.88,198.34,74.98,1007.90,0.0000,3.94,214,12.42,16.88,4.96
769,2017-08-06T08:01:00,17.29,220.17,73.47,1008.07,0.0000,3.87,247,12.50,17.29,6.05
770,2017-08-06T08:11:00,17.60,225.31,72.11,1008.15,0.0000,3.93,233,12.52,17.60,4.67
771,2017-08-06T08:21:00,17.86,208.20,70.68,1008.31,0.0000,3.08,271,12.47,17.86,4.85
772,2017-08-06T08:31:00,18.05,262.95,70.51,1008.35,0.0000,2.82,154,12.61,18.05,4.38
773,2017-08-06T08:39:00,18.51,313.60,68.74,1008.39,0.0000,3.39,319,12.67,18.51,6.71
774,2017-08-06T08:51:00,18.65,360.68,63.06,1008.56,0.0000,4.61,18,11.49,18.65,7.30
775,2017-08-06T09:01:00,18.91,376.74,61.09,1008.59,0.0000,4.56,22,11.25,18.91,7.96
776,2017-08-06T09:11:00,18.89,378.71,62.33,1008.59,0.0000,6.05,350,11.54,18.89,8.81
777,2017-08-06T09:21:00,19.14,391.68,61.87,1008.66,0.0000,4.59,1,11.66,19.14,7.91
778,2017-08-06T09:31:00,19.63,449.83,60.80,1008.61,0.0000,6.66,53,11.86,19.63,10.31
779,2017-08-06T09:41:00,19.44,475.38,61.76,1008.58,0.0000,4.01,14,11.91,19.44,8.03
780,2017-08-06T09:51:00,19.61,503.29,58.58,1008.64,0.0000,5.17,30,11.28,19.61,8.96
781,2017-08-06T10:01:00,19.95,525.49,57.62,1008.62,0.0000,6.26,55,11.35,19.95,7.75
782,2017-08-06T10:11:00,19.62,539.15,57.75,1008.60,0.0000,4.71,85,11.08,19.62,7.73
783,2017-08-06T10:21:00,20.73,572.21,55.74,1008.53,0.0000,3.12,23,11.57,22.73,6.22
784,2017-08-06T10:31:00,20.56,600.32,56.55,1008.46,0.0000,6.02,312,11.63,22.60,7.54
785,2017-08-06T10:41:00,20.47,620.48,56.57,1008.51,0.0000,5.14,300,11.55,22.47,7.43
786,2017-08-06T10:51:00,21.23,648.48,54.22,1008.44,0.0000,2.67,19,11.62,23.26,4.44
787,2017-08-06T11:01:00,21.36,669.92,54.10,1008.42,0.0000,5.25,30,11.71,23.43,8.03
788,2017-08-06T11:11:00,21.35,693.34,51.74,1008.38,0.0000,8.01,289,11.03,23.09,11.17
789,2017-08-06T11:21:00,21.03,709.82,53.07,1008.37,0.0000,9.56,344,11.11,22.81,12.70
790,2017-08-06T11:31:00,21.67,729.41,52.96,1008.22,0.0000,6.95,340,11.67,23.73,12.77
791,2017-08-06T11:41:00,21.89,745.41,50.60,1008.20,0.0000,7.16,314,11.19,23.71,10.57
792,2017-08-06T11:51:00,21.65,767.33,51.98,1008.23,0.0000,8.71,321,11.37,23.55,15.23
793,2017-08-06T12:01:00,21.78,789.00,48.45,1008.28,0.0000,7.48,317,10.43,23.23,11.34
794,2017-08-06T12:11:00,22.04,566.06,47.21,1008.20,0.0000,5.95,352,10.28,23.42,9.05
795,2017-08-06T12:21:00,22.13,237.45,47.34,1008.20,0.0000,6.56,11,10.41,23.58,13.83
796,2017-08-06T12:31:00,21.67,881.05,46.19,1008.10,0.0000,11.93,334,9.62,22.75,17.60
797,2017-08-06T12:41:00,21.90,171.64,43.75,1008.19,0.0000,7.98,350,9.03,22.73,11.31
798,2017-08-06T12:51:00,21.65,913.92,44.77,1008.07,0.0000,4.68,0,9.14,22.52,10.42
799,2017-08-06T13:01:00,22.15,174.37,43.07,1008.06,0.0000,9.00,20,9.01,22.96,13.59
800,2017-08-06T13:11:00,22.59,781.79,42.03,1008.00,0.0000,5.60,289,9.05,23.42,9.35
801,2017-08-06T13:21:00,22.47,457.63,40.78,1008.00,0.0000,8.87,347,8.49,23.06,14.44
802,2017-08-06T13:31:00,22.11,256.22,40.88,1007.94,0.0000,7.94,299,8.21,22.60,13.08
