_id,Date and time (YYYY-MM-DD HH:MM:SS),Temperature (Degree Celcius),Global irradiance (W/m^2),Humidity (%),Atmospheric pressure (hPa; not normalized to sea level),Precipitation (mm),Average wind speed (km/h; 10min window),Wind direction (Degree),Dew point (Degree Celcius),Apparent temperature (Degree Celcius),Maximum wind speed (km/h; 10min window)
18,2017-01-01T02:53:00,-3.60,-0.64,98.83,1012.49,0.0000,5.05,208,-3.76,-5.70,7.94
19,2017-01-01T03:03:00,-3.73,-0.64,98.80,1012.38,0.0000,6.98,193,-3.89,-6.74,9.85
20,2017-01-01T03:13:00,-3.86,-0.65,98.79,1012.38,0.0000,6.91,183,-4.03,-6.86,9.28
21,2017-01-01T03:23:00,-3.78,-0.65,98.85,1012.21,0.0000,8.87,191,-3.94,-7.48,11.22
22,2017-01-01T03:33:00,-3.69,-0.64,98.83,1012.24,0.0000,4.90,195,-3.85,-3.69,8.83
23,2017-01-01T03:43:00,-3.79,-0.69,98.78,1012.09,0.0000,7.65,190,-3.95,-7.06,9.35
24,2017-01-01T03:53:00,-4.83,-0.69,98.78,1011.86,0.0000,9.40,199,-4.99,-8.90,13.32
25,2017-01-01T04:03:00,-4.10,-0.65,98.76,1011.73,0.0000,5.17,193,-4.27,-6.33,8.63
26,2017-01-01T04:13:00,-4.00,-0.63,98.75,1011.62,0.0000,8.43,177,-4.16,-7.59,10.52
27,2017-01-01T04:23:00,-3.49,-0.60,98.76,1011.56,0.0000,8.32,186,-3.66,-6.95,13.27
28,2017-01-01T04:33:00,-3.56,-0.63,98.69,1011.50,0.0000,6.22,189,-3.73,-6.21,13.05
29,2017-01-01T04:43:00,-1.96,-0.63,98.73,1011.44,0.0000,7.97,196,-2.13,-5.03,10.78
30,2017-01-01T04:53:00,-3.92,-0.64,98.72,1011.38,0.0000,5.36,206,-4.10,-6.23,8.31
31,2017-01-01T05:03:00,-3.83,-0.64,98.76,1011.30,0.0000,6.02,202,-4.00,-6.44,10.76
32,2017-01-01T05:13:00,-3.94,-0.66,98.75,1011.11,0.0000,5.66,211,-4.11,-6.40,7.95
33,2017-01-01T05:23:00,-3.76,-0.65,98.73,1011.00,0.0000,7.39,189,-3.93,-6.92,11.99
34,2017-01-01T05:33:00,-3.65,-0.65,98.81,1010.88,0.0000,5.86,183,-3.81,-6.15,9.08
35,2017-01-01T05:43:00,-3.75,-0.65,98.81,1010.86,0.0000,6.62,193,-3.91,-6.60,8.84
36,2017-01-01T05:53:00,-3.76,-0.65,98.77,1010.73,0.0000,7.90,191,-3.93,-7.12,10.95
37,2017-01-01T06:03:00,-3.75,-0.62,98.80,1010.54,0.0000,6.54,189,-3.91,-6.57,8.18
38,2017-01-01T06:13:00,-3.81,-0.65,98.80,1010.54,0.0000,7.28,180,-3.97,-6.94,9.62
39,2017-01-01T06:23:00,-3.76,-0.69,98.74,1010.60,0.0000,5.75,183,-3.92,-6.22,9.80
40,2017-01-01T06:33:00,-3.84,-0.67,98.77,1010.52,0.0000,6.51,190,-4.01,-6.67,8.55
41,2017-01-01T06:43:00,-3.88,-0.66,98.75,1010.52,0.0000,7.96,192,-4.04,-7.28,10.93
42,2017-01-01T06:53:00,-3.72,-0.66,98.80,1010.58,0.0000,5.19,209,-3.88,-5.91,9.23
43,2017-01-01T07:03:00,-3.82,-0.64,98.76,1010.52,0.0000,7.78,197,-3.99,-7.14,10.39
44,2017-01-01T07:13:00,-3.74,-0.65,98.80,1010.40,0.0000,5.00,202,-3.90,-3.74,6.44
45,2017-01-01T07:23:00,-3.71,-0.62,98.78,1010.38,0.0000,5.96,196,-3.87,-6.27,7.83
46,2017-01-01T07:33:00,-3.64,-0.64,98.77,1010.27,0.0000,4.41,211,-3.81,-3.64,8.04
47,2017-01-01T07:43:00,-3.44,-0.64,98.84,1010.18,0.0000,4.97,189,-3.59,-3.44,6.86
48,2017-01-01T07:53:00,-3.53,-0.59,98.86,1010.08,0.0000,5.95,177,-3.68,-6.06,7.90
49,2017-01-01T08:03:00,-3.53,-0.48,98.88,1010.04,0.0000,6.55,189,-3.68,-6.33,8.45
50,2017-01-01T08:13:00,-3.39,-0.08,98.90,1009.90,0.0000,6.04,187,-3.53,-5.94,8.25
51,2017-01-01T08:23:00,-3.40,0.75,98.91,1009.80,0.0000,6.15,181,-3.55,-6.00,7.38
52,2017-01-01T08:33:00,-3.40,2.10,98.94,1009.84,0.0000,5.52,186,-3.54,-5.70,7.45
53,2017-01-01T08:38:00,-3.51,2.71,98.92,1009.87,0.0000,5.91,192,-3.65,-6.01,10.56
54,2017-01-01T08:53:00,-3.38,5.94,98.87,1009.74,0.0000,5.62,199,-3.54,-5.74,10.90
55,2017-01-01T09:03:00,-3.47,6.81,98.93,1009.68,0.0000,7.00,207,-3.61,-6.44,9.51
56,2017-01-01T09:13:00,-3.51,9.80,98.95,1009.69,0.0000,5.84,202,-3.65,-5.99,8.14
57,2017-01-01T09:23:00,-3.54,10.87,98.93,1009.57,0.0000,6.46,197,-3.68,-6.29,10.30
58,2017-01-01T09:33:00,-3.47,14.66,98.95,1009.57,0.0000,5.31,226,-3.61,-5.69,6.61
59,2017-01-01T09:43:00,-3.71,16.40,99.00,1009.46,0.0000,5.73,238,-3.84,-6.16,10.06
60,2017-01-01T09:53:00,-3.42,20.15,98.93,1009.33,0.0000,7.02,188,-3.56,-6.38,10.65
61,2017-01-01T10:03:00,-3.43,20.65,98.91,1009.18,0.0000,8.91,199,-3.58,-7.08,11.57
62,2017-01-01T10:13:00,-3.43,24.03,98.96,1009.18,0.0000,4.86,202,-3.58,-3.43,7.20
63,2017-01-01T10:23:00,-2.58,23.97,98.89,1009.30,0.0000,5.24,236,-2.73,-4.64,8.31
64,2017-01-01T10:33:00,-4.11,26.97,98.94,1009.19,0.0000,5.97,245,-4.25,-6.73,7.67
65,2017-01-01T10:43:00,-3.17,31.35,98.94,1009.09,0.0000,6.05,247,-3.31,-5.69,8.93
66,2017-01-01T10:53:00,-3.59,37.08,98.91,1008.91,0.0000,5.58,214,-3.74,-5.95,10.36
67,2017-01-01T11:03:00,-2.82,41.23,98.96,1008.81,0.0000,5.15,226,-2.96,-4.86,6.75
68,2017-01-01T11:13:00,-3.54,44.44,98.95,1008.72,0.0000,7.80,206,-3.68,-6.82,11.35
69,2017-01-01T11:18:00,-3.44,45.52,98.97,1008.72,0.0000,6.85,213,-3.58,-6.35,11.35
70,2017-01-01T11:33:00,-3.34,45.03,99.00,1008.48,0.0000,5.74,229,-3.47,-5.74,8.19
71,2017-01-01T11:43:00,-3.56,47.12,98.90,1008.20,0.0000,7.25,210,-3.71,-6.64,11.52
72,2017-01-01T11:53:00,-3.57,48.48,98.96,1008.08,0.0000,5.75,207,-3.71,-6.01,7.92
73,2017-01-01T12:03:00,-3.40,50.27,98.93,1007.97,0.0000,6.92,216,-3.54,-6.32,9.64
74,2017-01-01T12:13:00,-3.57,50.32,98.93,1007.73,0.0000,5.89,203,-3.71,-6.08,10.01
75,2017-01-01T12:23:00,-3.10,53.74,98.97,1007.61,0.0000,4.70,209,-3.24,-3.10,7.93
76,2017-01-01T12:33:00,-3.51,50.56,98.97,1007.49,0.0000,6.79,193,-3.65,-6.40,9.41
77,2017-01-01T12:43:00,-3.30,50.79,99.03,1007.34,0.0000,6.67,174,-3.43,-6.11,9.94
78,2017-01-01T12:53:00,-3.27,50.32,99.01,1007.28,0.0000,7.42,216,-3.40,-6.37,12.46
79,2017-01-01T13:03:00,-3.28,51.81,99.06,1007.11,0.0000,7.73,216,-3.40,-6.49,10.51
80,2017-01-01T13:13:00,-3.09,44.76,99.10,1007.07,0.0000,6.94,228,-3.21,-5.98,11.38
81,2017-01-01T13:23:00,-3.04,44.43,99.09,1007.01,0.0000,7.26,200,-3.16,-6.03,10.23
82,2017-01-01T13:33:00,-3.04,39.32,99.10,1006.86,0.0000,5.77,201,-3.17,-5.42,8.64
83,2017-01-01T13:43:00,-2.74,41.01,99.15,1006.75,0.0000,5.37,194,-2.86,-4.88,8.78
84,2017-01-01T13:53:00,-2.86,40.74,99.15,1006.46,0.0000,5.26,195,-2.98,-4.97,7.37
85,2017-01-01T14:03:00,-2.83,40.00,99.21,1006.28,0.0000,7.39,193,-2.94,-5.85,9.16
86,2017-01-01T14:13:00,-2.80,37.72,99.23,1006.16,0.0000,8.29,190,-2.91,-6.13,10.08
87,2017-01-01T14:23:00,-2.68,34.52,99.28,1006.13,0.0000,6.65,198,-2.77,-5.38,11.94
88,2017-01-01T14:33:00,-2.65,31.80,99.26,1006.11,0.0000,5.74,195,-2.75,-4.95,9.63
89,2017-01-01T14:43:00,-2.59,30.17,99.33,1005.93,0.0000,7.51,206,-2.68,-5.61,11.20
90,2017-01-01T14:53:00,-2.41,29.50,99.37,1006.07,0.0000,5.41,209,-2.50,-4.53,10.00
91,2017-01-01T15:03:00,-2.44,25.00,99.38,1006.09,0.0000,7.50,204,-2.52,-5.42,11.15
92,2017-01-01T15:13:00,-2.33,20.14,99.40,1006.09,0.0000,4.75,206,-2.41,-2.33,5.79
93,2017-01-01T15:23:00,-2.43,20.95,99.45,1006.19,0.0000,7.43,193,-2.51,-5.39,10.12
94,2017-01-01T15:33:00,-2.25,14.75,99.49,1005.97,0.0000,6.04,195,-2.32,-4.63,7.72
95,2017-01-01T15:43:00,-2.17,14.83,99.53,1005.79,0.0000,8.80,191,-2.24,-5.55,11.09
96,2017-01-01T15:53:00,-2.18,12.49,99.54,1005.83,0.0000,10.60,187,-2.24,-6.08,12.91
97,2017-01-01T16:03:00,-2.20,9.51,99.61,1005.62,0.0000,10.08,191,-2.25,-5.97,14.71
98,2017-01-01T16:13:00,-2.10,6.63,99.59,1005.79,0.0000,8.07,204,-2.16,-5.23,13.26
99,2017-01-01T16:23:00,-2.01,3.71,99.66,1005.95,0.0000,8.71,195,-2.05,-5.32,12.42
100,2017-01-01T16:33:00,-1.98,1.74,99.65,1005.87,0.0000,7.44,207,-2.03,-4.87,12.49
101,2017-01-01T16:43:00,-2.02,0.59,99.71,1006.02,0.0000,10.79,193,-2.06,-5.95,14.29
102,2017-01-01T16:53:00,-1.98,-0.14,99.74,1006.19,0.0000,6.89,205,-2.02,-4.67,12.78
103,2017-01-01T17:03:00,-1.96,-0.52,99.72,1006.17,0.0000,8.45,204,-1.99,-5.18,14.71
104,2017-01-01T17:13:00,-2.01,-0.61,99.77,1006.17,0.0000,9.08,209,-2.04,-5.44,12.32
105,2017-01-01T17:23:00,-1.94,-0.63,99.78,1006.28,0.0000,8.52,205,-1.97,-5.19,11.16
106,2017-01-01T17:33:00,-1.98,-0.61,99.80,1006.34,0.0000,6.75,213,-2.01,-4.61,12.34
107,2017-01-01T17:43:00,-1.99,-0.62,99.81,1006.32,0.0000,7.77,219,-2.01,-4.99,11.48
108,2017-01-01T17:53:00,-2.02,-0.64,99.83,1006.54,0.0000,8.79,212,-2.05,-5.37,12.74
109,2017-01-01T18:03:00,-2.02,-0.64,99.86,1006.46,0.0000,8.51,211,-2.04,-5.28,11.49
110,2017-01-01T18:13:00,-1.99,-0.64,99.86,1006.60,0.0000,7.54,213,-2.01,-4.92,11.90
111,2017-01-01T18:23:00,-1.99,-0.65,99.88,1006.77,0.0000,7.07,210,-2.01,-4.75,12.10
112,2017-01-01T18:33:00,-1.90,-0.64,99.88,1006.50,0.0000,9.14,201,-1.91,-5.33,13.03
113,2017-01-01T18:43:00,-1.86,-0.65,99.92,1006.36,0.0000,8.04,206,-1.87,-4.93,10.95
114,2017-01-01T18:53:00,-1.79,-0.65,99.92,1006.42,0.0000,6.95,207,-1.80,-4.47,10.02
115,2017-01-01T19:03:00,-1.79,-0.59,99.94,1006.34,0.0000,7.77,209,-1.79,-4.76,11.73
116,2017-01-01T19:13:00,-1.69,-0.62,99.96,1006.34,0.0000,7.48,220,-1.69,-4.54,13.25
117,2017-01-01T19:23:00,-1.63,-0.62,99.98,1006.42,0.0000,8.15,224,-1.64,-4.71,11.28
118,2017-01-01T19:33:00,-1.57,-0.64,99.99,1006.72,0.0000,7.50,227,-1.57,-4.41,11.77
119,2017-01-01T19:43:00,-1.50,-0.65,100.00,1006.66,0.0000,8.47,233,-1.51,-4.66,10.54
120,2017-01-01T19:53:00,-1.53,-0.61,100.00,1006.78,0.0000,8.25,221,-1.53,-4.62,11.14
121,2017-01-01T20:03:00,-1.50,-0.62,100.00,1006.81,0.0000,7.76,224,-1.50,-4.42,10.61
122,2017-01-01T20:13:00,-1.48,-0.63,100.00,1006.74,0.0000,7.48,228,-1.48,-4.30,11.78
123,2017-01-01T20:23:00,-1.38,-0.64,100.00,1006.82,0.0000,7.35,223,-1.38,-4.14,9.10
124,2017-01-01T20:33:00,-1.34,-0.62,100.00,1006.76,0.0000,7.92,220,-1.35,-4.29,10.28
125,2017-01-01T20:43:00,-1.27,-0.64,100.00,1006.88,0.0000,7.27,241,-1.27,-3.98,10.94
126,2017-01-01T20:53:00,-1.25,-0.62,100.00,1006.70,0.0000,8.06,250,-1.25,-4.23,14.86
127,2017-01-01T21:03:00,-1.20,-0.63,100.00,1007.02,0.0000,7.64,247,-1.20,-4.03,10.81
128,2017-01-01T21:13:00,-1.16,-0.62,100.00,1007.14,0.0000,6.72,257,-1.16,-3.64,10.07
129,2017-01-01T21:23:00,-1.30,-0.62,100.00,1007.11,0.0000,6.44,257,-1.30,-3.70,9.43
130,2017-01-01T21:33:00,-1.22,-0.60,100.00,1007.15,0.0000,8.14,272,-1.22,-4.22,11.08
131,2017-01-01T21:43:00,-1.33,-0.61,99.92,1007.14,0.0000,9.94,271,-1.35,-4.89,13.64
132,2017-01-01T21:53:00,-1.25,-0.59,99.91,1007.20,0.0000,6.64,279,-1.27,-3.73,10.84
133,2017-01-01T22:03:00,-1.14,-0.62,99.86,1007.20,0.0000,7.12,272,-1.16,-3.78,9.42
134,2017-01-01T22:13:00,-1.14,-0.60,99.86,1007.18,0.0000,7.84,251,-1.15,-4.02,10.26
135,2017-01-01T22:23:00,-1.04,-0.58,99.84,1007.15,0.0000,7.06,250,-1.06,-3.64,9.63
136,2017-01-01T22:33:00,-0.98,-0.60,99.84,1006.97,0.0000,6.97,241,-1.00,-3.53,12.67
137,2017-01-01T22:43:00,-0.89,-0.59,99.81,1007.09,0.0000,9.20,256,-0.92,-4.16,14.59
138,2017-01-01T22:53:00,-0.81,-0.61,99.78,1007.13,0.0000,9.31,242,-0.84,-4.09,12.84
139,2017-01-01T23:03:00,-0.78,-0.58,99.76,1007.19,0.0000,7.37,244,-0.81,-3.44,12.02
140,2017-01-01T23:13:00,-0.63,-0.59,99.70,1007.25,0.0000,9.46,252,-0.67,-3.92,14.12
141,2017-01-01T23:23:00,-0.74,-0.59,99.55,1007.11,0.0000,7.61,270,-0.80,-3.48,11.97
142,2017-01-01T23:33:00,-0.65,-0.60,99.37,1007.15,0.0000,9.33,260,-0.74,-3.91,13.88
143,2017-01-01T23:43:00,-0.60,-0.60,99.17,1007.13,0.0000,11.17,246,-0.72,-4.33,16.14
144,2017-01-01T23:53:00,-0.64,-0.58,99.03,1007.13,0.0000,11.04,232,-0.77,-4.35,13.46
145,2017-01-02T00:03:00,-0.56,-0.59,99.04,1007.25,0.0000,7.16,225,-0.69,-3.11,13.25
146,2017-01-02T00:13:00,-0.54,-0.61,98.91,1007.09,0.0000,8.84,234,-0.69,-3.64,14.11
147,2017-01-02T00:23:00,-0.52,-0.58,98.80,1007.02,0.0000,10.17,230,-0.69,-3.98,14.12
148,2017-01-02T00:33:00,-0.52,-0.58,98.74,1007.02,0.0000,9.59,231,-0.70,-3.83,15.57
149,2017-01-02T00:43:00,-0.48,-0.58,98.71,1007.02,0.0000,9.80,228,-0.66,-3.83,14.34
150,2017-01-02T00:53:00,-0.59,-0.58,98.71,1007.00,0.0000,7.87,229,-0.76,-3.38,12.50
151,2017-01-02T01:03:00,-0.44,-0.61,98.71,1006.89,0.0000,7.83,231,-0.62,-3.20,11.55
152,2017-01-02T01:13:00,-0.41,-0.56,98.72,1006.81,0.0000,7.65,229,-0.59,-3.10,12.58
153,2017-01-02T01:23:00,-0.37,-0.54,98.74,1006.79,0.0000,5.85,229,-0.54,-2.39,9.95
154,2017-01-02T01:33:00,-0.49,-0.58,98.73,1006.89,0.0000,8.51,232,-0.66,-3.47,11.54
155,2017-01-02T01:43:00,-0.26,-0.61,98.41,1006.85,0.0000,10.26,240,-0.48,-3.69,14.36
156,2017-01-02T01:53:00,-0.20,-0.61,97.83,1006.76,0.0000,10.97,243,-0.50,-3.80,14.56
157,2017-01-02T02:03:00,-0.21,-0.59,97.34,1006.70,0.0000,11.01,239,-0.58,-3.82,15.24
158,2017-01-02T02:13:00,-0.16,-0.63,97.00,1006.86,0.0000,12.49,237,-0.58,-4.10,17.48
159,2017-01-02T02:23:00,-0.12,-0.61,96.82,1006.89,0.0000,11.23,236,-0.56,-3.77,15.40
160,2017-01-02T02:33:00,-0.11,-0.61,96.64,1007.02,0.0000,10.32,242,-0.58,-3.53,12.75
161,2017-01-02T02:43:00,-0.10,-0.61,96.53,1007.02,0.0000,8.97,235,-0.59,-3.15,13.39
162,2017-01-02T02:53:00,-0.11,-0.61,96.50,1007.04,0.0000,9.25,230,-0.60,-3.24,13.85
163,2017-01-02T03:03:00,-0.04,-0.63,96.24,1007.00,0.0000,8.93,236,-0.57,-3.07,12.24
164,2017-01-02T03:13:00,-0.06,-0.61,96.43,1006.78,0.0000,6.33,227,-0.56,-2.22,8.01
165,2017-01-02T03:23:00,-0.06,-0.59,96.67,1006.78,0.0000,8.06,223,-0.52,-2.82,10.45
166,2017-01-02T03:33:00,-0.07,-0.59,96.92,1006.78,0.0000,5.94,236,-0.50,-2.08,8.14
167,2017-01-02T03:43:00,-0.06,-0.60,96.94,1006.78,0.0000,8.65,226,-0.48,-3.00,12.73
168,2017-01-02T03:53:00,-0.06,-0.60,96.93,1006.78,0.0000,5.61,231,-0.49,-1.93,8.01
169,2017-01-02T04:03:00,-0.11,-0.62,96.95,1006.55,0.0000,5.26,234,-0.54,-1.84,7.96
170,2017-01-02T04:13:00,-0.09,-0.61,96.98,1006.55,0.0000,6.72,239,-0.51,-2.40,12.30
171,2017-01-02T04:23:00,-0.04,-0.63,96.85,1006.61,0.0000,7.95,234,-0.48,-2.77,13.92
172,2017-01-02T04:33:00,-0.10,-0.61,96.72,1006.55,0.0000,7.62,241,-0.56,-2.74,11.51
173,2017-01-02T04:43:00,0.01,-0.55,96.66,1006.41,0.0000,7.50,242,-0.46,-2.56,10.35
174,2017-01-02T04:53:00,-0.11,-0.56,96.66,1006.31,0.0000,7.08,233,-0.58,-2.56,12.71
175,2017-01-02T05:03:00,-0.06,-0.58,96.76,1006.43,0.0000,6.28,231,-0.51,-2.20,8.82
176,2017-01-02T05:13:00,0.01,-0.56,96.78,1006.31,0.0000,5.43,232,-0.44,-1.77,9.88
177,2017-01-02T05:23:00,-0.05,-0.62,96.73,1006.43,0.0000,8.87,233,-0.51,-3.06,13.23
178,2017-01-02T05:33:00,-0.02,-0.58,96.51,1006.55,0.0000,9.46,231,-0.51,-3.19,12.30
179,2017-01-02T05:43:00,0.00,-0.58,96.36,1006.43,0.0000,11.22,230,-0.51,-3.61,15.43
180,2017-01-02T05:53:00,0.13,-0.62,96.01,1006.45,0.0000,9.10,225,-0.43,-2.91,13.77
181,2017-01-02T06:03:00,0.05,-0.61,96.03,1006.43,0.0000,8.71,226,-0.51,-2.90,11.11
182,2017-01-02T06:13:00,0.06,-0.59,96.23,1006.43,0.0000,8.87,214,-0.47,-2.93,12.38
183,2017-01-02T06:23:00,0.10,-0.60,96.21,1006.21,0.0000,11.95,208,-0.43,-3.67,15.36
184,2017-01-02T06:33:00,0.13,-0.60,96.09,1006.17,0.0000,9.03,211,-0.42,-2.89,11.93
185,2017-01-02T06:43:00,0.16,-0.59,95.81,1006.29,0.0000,10.63,210,-0.43,-3.29,14.95
186,2017-01-02T06:53:00,0.24,-0.60,95.49,1006.23,0.0000,10.00,216,-0.39,-3.02,12.26
187,2017-01-02T07:03:00,0.29,-0.62,95.10,1006.29,0.0000,9.95,217,-0.41,-2.96,14.61
188,2017-01-02T07:13:00,0.42,-0.61,94.55,1006.29,0.0000,10.71,214,-0.35,-2.99,14.40
189,2017-01-02T07:23:00,0.43,-0.63,94.25,1006.33,0.0000,9.11,225,-0.38,-2.55,11.30
190,2017-01-02T07:33:00,0.53,-0.66,93.82,1006.55,0.0000,11.22,231,-0.35,-2.99,14.54
191,2017-01-02T07:43:00,0.46,-0.65,93.51,1006.62,0.0000,8.74,242,-0.46,-2.42,10.91
192,2017-01-02T07:53:00,0.54,-0.64,93.07,1006.80,0.0000,11.58,245,-0.45,-3.05,14.89
193,2017-01-02T08:03:00,0.57,-0.45,93.02,1006.86,0.0000,10.41,252,-0.43,-2.74,15.67
194,2017-01-02T08:13:00,0.57,-0.06,92.86,1006.99,0.0000,6.06,263,-0.45,-1.39,8.28
195,2017-01-02T08:23:00,0.44,0.39,92.87,1006.90,0.0000,9.03,239,-0.57,-2.52,12.43
196,2017-01-02T08:33:00,0.51,2.22,92.87,1006.78,0.0000,8.86,238,-0.51,-2.40,12.28
197,2017-01-02T08:38:00,0.42,6.87,92.95,1006.77,0.0000,9.25,234,-0.59,-2.61,15.09
198,2017-01-02T08:53:00,0.38,4.01,93.30,1006.92,0.0000,11.65,239,-0.57,-3.26,19.22
199,2017-01-02T09:03:00,0.37,2.76,93.71,1007.12,0.0000,10.06,249,-0.53,-2.89,13.27
200,2017-01-02T09:23:00,0.29,5.08,93.74,1007.26,0.0000,8.10,244,-0.60,-2.43,12.72
201,2017-01-02T09:33:00,0.24,5.29,93.52,1007.28,0.0000,10.05,240,-0.68,-3.03,13.75
202,2017-01-02T09:38:00,0.30,5.66,93.38,1007.26,0.0000,12.15,241,-0.64,-3.47,16.66
203,2017-01-02T09:53:00,0.32,10.61,93.49,1007.26,0.0000,11.12,237,-0.60,-3.21,14.49
204,2017-01-02T10:03:00,0.38,7.31,93.78,1007.40,0.0000,9.30,234,-0.51,-2.68,13.48
205,2017-01-02T10:13:00,0.36,8.18,93.79,1007.40,0.0000,8.05,236,-0.53,-2.33,10.95
206,2017-01-02T10:23:00,0.19,8.44,95.00,1007.55,0.0250,7.21,227,-0.51,-2.25,9.22
207,2017-01-02T10:33:00,0.14,11.28,95.55,1007.65,0.0100,8.09,229,-0.49,-2.60,11.70
208,2017-01-02T10:43:00,0.14,30.95,95.37,1007.67,0.0050,10.92,238,-0.51,-3.37,16.67
209,2017-01-02T10:53:00,0.09,24.48,95.94,1007.70,0.1050,10.27,234,-0.48,-3.27,13.63
210,2017-01-02T11:03:00,0.07,35.47,96.70,1007.76,0.0600,11.48,233,-0.39,-3.60,15.58
211,2017-01-02T11:13:00,0.08,41.07,97.13,1007.86,0.0900,7.92,238,-0.32,-2.62,13.69
212,2017-01-02T11:23:00,0.05,37.33,97.64,1007.95,0.1250,9.05,239,-0.28,-3.00,13.72
213,2017-01-02T11:33:00,0.06,39.71,98.01,1007.80,0.1150,9.14,237,-0.21,-3.01,14.10
214,2017-01-02T11:43:00,-0.04,45.50,98.35,1007.88,0.1800,10.29,237,-0.27,-3.44,11.85
215,2017-01-02T11:53:00,-0.03,43.80,98.64,1007.90,0.1550,8.38,239,-0.22,-2.89,12.41
216,2017-01-02T12:03:00,0.07,49.75,98.82,1007.94,0.1200,9.55,232,-0.10,-3.11,13.06
217,2017-01-02T12:13:00,0.03,41.26,98.96,1008.02,0.1050,10.54,235,-0.12,-3.42,16.07
218,2017-01-02T12:23:00,0.02,61.00,99.04,1007.96,0.1050,10.67,232,-0.12,-3.47,14.71
219,2017-01-02T12:33:00,0.21,74.63,99.12,1007.94,0.1100,8.03,232,0.09,-2.50,10.76
220,2017-01-02T12:43:00,0.11,104.33,99.15,1008.01,0.0800,10.45,234,-0.01,-3.30,13.13
221,2017-01-02T12:53:00,0.21,83.70,99.18,1007.95,0.0450,10.86,234,0.10,-3.27,14.43
222,2017-01-02T13:03:00,0.27,77.66,99.19,1008.01,0.0700,8.36,236,0.15,-2.54,12.59
223,2017-01-02T13:13:00,0.15,88.20,99.19,1008.01,0.0700,9.95,234,0.04,-3.12,12.08
224,2017-01-02T13:23:00,0.24,86.62,99.21,1008.09,0.0450,8.44,234,0.13,-2.59,12.35
225,2017-01-02T13:33:00,0.27,74.29,99.19,1008.03,0.0300,9.28,234,0.16,-2.80,15.05
226,2017-01-02T13:43:00,0.26,56.35,99.16,1008.07,0.0150,8.42,234,0.15,-2.56,13.01
227,2017-01-02T13:53:00,0.24,57.34,99.12,1008.01,0.0150,10.41,228,0.12,-3.13,17.46
228,2017-01-02T14:03:00,0.28,45.44,99.08,1007.88,0.0150,9.70,221,0.15,-2.90,13.53
229,2017-01-02T14:13:00,0.28,28.26,99.04,1008.03,0.0100,7.62,222,0.15,-2.29,11.89
230,2017-01-02T14:23:00,0.30,30.99,99.03,1008.07,0.0200,7.63,229,0.17,-2.27,9.99
231,2017-01-02T14:33:00,0.28,23.83,99.00,1008.24,0.0250,6.37,235,0.14,-1.85,8.24
232,2017-01-02T14:43:00,0.31,22.53,98.98,1008.24,0.0400,9.34,225,0.16,-2.77,17.17
233,2017-01-02T14:53:00,0.31,24.89,98.95,1008.36,0.0300,7.75,229,0.17,-2.29,10.70
234,2017-01-02T15:03:00,0.28,15.29,98.88,1008.52,0.0150,7.68,240,0.12,-2.31,11.64
