_id,Date and time (YYYY-MM-DD HH:MM:SS),Temperature (Degree Celcius),Global irradiance (W/m^2),Humidity (%),Atmospheric pressure (hPa; not normalized to sea level),Precipitation (mm),Average wind speed (km/h; 10min window),Wind direction (Degree),Dew point (Degree Celcius),Apparent temperature (Degree Celcius),Maximum wind speed (km/h; 10min window)
86,2017-12-01T14:15:00,2.39,230.26,82.33,1000.01,0.0000,4.22,16,-0.31,2.39,5.76
87,2017-12-01T14:25:00,2.42,106.37,83.22,1000.11,0.0000,3.55,358,-0.13,2.42,5.20
88,2017-12-01T14:35:00,2.57,99.07,83.36,1000.14,0.0000,3.38,328,0.04,2.57,6.05
89,2017-12-01T14:45:00,2.57,113.78,84.56,1000.14,0.0000,1.85,325,0.24,2.57,3.24
90,2017-12-01T14:55:00,2.67,117.81,85.06,1000.14,0.0000,4.68,352,0.42,2.67,6.13
91,2017-12-01T15:05:00,2.21,48.56,82.30,1000.27,0.0000,7.68,27,-0.49,-0.05,9.40
92,2017-12-01T15:15:00,2.20,19.65,78.84,1000.38,0.0000,6.41,51,-1.09,0.35,8.68
93,2017-12-01T15:25:00,2.18,19.90,77.99,1000.59,0.0000,6.22,43,-1.26,0.40,7.90
94,2017-12-01T15:35:00,2.22,16.05,85.95,1000.80,0.0000,6.18,32,0.11,0.46,7.84
95,2017-12-01T15:45:00,2.22,17.47,86.49,1000.99,0.0000,6.17,14,0.20,0.46,8.36
96,2017-12-01T15:55:00,2.05,13.92,86.13,1001.11,0.0000,5.56,42,-0.03,0.50,6.97
97,2017-12-01T16:05:00,2.06,10.61,86.98,1001.33,0.0000,6.73,13,0.12,0.08,8.84
98,2017-12-01T16:15:00,1.79,6.08,88.89,1001.46,0.0000,6.85,37,0.15,-0.28,8.29
99,2017-12-01T16:25:00,1.45,3.35,90.53,1001.57,0.0000,8.33,25,0.07,-1.13,10.32
100,2017-12-01T16:35:00,1.46,1.60,91.47,1001.72,0.0000,6.83,20,0.22,-0.65,9.93
101,2017-12-01T16:45:00,1.47,0.40,90.92,1001.81,0.0000,4.61,65,0.15,1.47,7.94
102,2017-12-01T16:55:00,1.30,-0.34,90.87,1001.83,0.0000,5.00,44,-0.02,1.30,7.05
103,2017-12-01T17:05:00,1.18,-0.59,91.22,1001.94,0.0000,6.25,59,-0.09,-0.76,7.74
104,2017-12-01T17:15:00,1.53,-0.60,91.44,1002.06,0.0000,4.33,57,0.29,1.53,6.38
105,2017-12-01T17:25:00,1.46,-0.53,91.52,1002.18,0.0000,5.27,44,0.23,-0.05,6.58
106,2017-12-01T17:35:00,1.33,-0.51,91.16,1002.28,0.0000,6.73,26,0.05,-0.76,8.66
107,2017-12-01T17:45:00,1.38,-0.54,90.50,1002.36,0.0000,5.36,20,0.00,-0.18,8.02
108,2017-12-01T17:55:00,1.32,-0.50,90.56,1002.41,0.0000,4.99,0,-0.06,1.32,7.23
109,2017-12-01T18:05:00,1.26,-0.53,91.06,1002.51,0.0000,6.20,335,-0.04,-0.65,7.35
110,2017-12-01T18:15:00,1.63,-0.48,91.65,1002.66,0.0000,6.03,340,0.42,-0.16,6.81
111,2017-12-01T18:25:00,1.25,-0.58,91.66,1002.80,0.0000,5.36,348,0.04,-0.33,6.45
112,2017-12-01T18:35:00,1.38,-0.50,91.74,1002.89,0.0000,3.93,348,0.18,1.38,6.96
113,2017-12-01T18:45:00,1.35,-0.56,91.54,1002.89,0.0000,4.15,358,0.13,1.35,5.88
114,2017-12-01T18:55:00,1.29,-0.56,91.75,1003.01,0.0000,5.81,359,0.10,-0.46,6.96
115,2017-12-01T19:05:00,1.28,-0.53,91.99,1003.12,0.0000,5.13,16,0.12,-0.20,8.02
116,2017-12-01T19:15:00,1.20,-0.55,92.05,1003.16,0.0000,4.41,15,0.06,1.20,6.85
117,2017-12-01T19:25:00,1.14,-0.58,92.07,1003.23,0.0000,5.33,37,-0.01,-0.44,7.42
118,2017-12-01T19:35:00,1.15,-0.50,92.55,1003.37,0.0000,3.43,35,0.08,1.15,7.22
119,2017-12-01T19:45:00,1.23,-0.56,92.42,1003.43,0.0000,4.35,57,0.13,1.23,6.12
120,2017-12-01T19:55:00,1.23,-0.54,92.43,1003.48,0.0000,3.20,53,0.14,1.23,5.33
121,2017-12-01T20:05:00,1.26,-0.54,92.42,1003.72,0.0000,3.74,78,0.17,1.26,6.25
122,2017-12-01T20:15:00,1.32,-0.53,91.91,1003.75,0.0000,4.42,88,0.15,1.32,6.98
123,2017-12-01T20:25:00,1.30,-0.51,91.48,1003.87,0.0000,3.99,62,0.06,1.30,5.80
124,2017-12-01T20:35:00,1.19,-0.55,90.92,1003.99,0.0000,6.62,91,-0.13,-0.89,8.85
125,2017-12-01T20:45:00,1.25,-0.55,91.04,1004.12,0.0000,5.02,88,-0.05,-0.18,7.70
126,2017-12-01T20:55:00,1.19,-0.59,90.98,1004.11,0.0000,2.90,76,-0.12,1.19,3.52
127,2017-12-01T21:05:00,1.22,-0.60,90.81,1004.23,0.0000,4.58,74,-0.12,1.22,6.78
128,2017-12-01T21:15:00,1.19,-0.64,90.28,1004.25,0.0000,3.78,53,-0.23,1.19,6.76
129,2017-12-01T21:25:00,1.26,-0.56,90.20,1004.33,0.0000,3.05,58,-0.16,1.26,4.78
130,2017-12-01T21:35:00,1.00,-0.59,90.39,1004.38,0.0000,4.71,46,-0.39,1.00,6.74
131,2017-12-01T21:45:00,1.03,-0.67,90.89,1004.46,0.0000,3.75,72,-0.29,1.03,5.06
132,2017-12-01T21:55:00,1.05,-0.48,91.04,1004.63,0.0000,3.97,60,-0.24,1.05,5.40
133,2017-12-01T22:05:00,0.94,-0.52,90.75,1004.78,0.0000,2.55,51,-0.40,0.94,4.25
134,2017-12-01T22:15:00,0.92,-0.64,90.63,1004.86,0.0000,2.33,44,-0.44,0.92,3.89
135,2017-12-01T22:25:00,0.86,-0.59,90.53,1004.98,0.0000,4.54,83,-0.51,0.86,6.51
136,2017-12-01T22:35:00,0.86,-0.60,90.47,1005.02,0.0000,5.04,80,-0.52,-0.63,6.45
137,2017-12-01T22:45:00,0.85,-0.50,90.27,1005.14,0.0000,4.52,65,-0.56,0.85,7.39
138,2017-12-01T22:55:00,0.90,-0.53,89.54,1005.22,0.0000,3.51,59,-0.62,0.90,6.58
139,2017-12-01T23:05:00,0.95,-0.58,88.60,1005.22,0.0000,4.92,42,-0.72,0.95,6.90
140,2017-12-01T23:15:00,0.88,-0.55,88.87,1005.41,0.0000,6.29,33,-0.75,-1.12,8.80
141,2017-12-01T23:25:00,0.81,-0.58,89.48,1005.45,0.0000,5.46,26,-0.72,-0.87,7.48
142,2017-12-01T23:35:00,0.88,-0.58,89.53,1005.60,0.0000,4.79,21,-0.65,0.88,5.72
143,2017-12-01T23:45:00,0.75,-0.56,89.33,1005.72,0.0000,8.06,35,-0.80,-1.87,10.04
144,2017-12-01T23:55:00,0.68,-0.55,90.07,1005.84,0.0000,7.24,7,-0.76,-1.69,9.30
145,2017-12-02T00:05:00,0.96,-0.55,90.86,1005.86,0.0000,8.03,8,-0.36,-1.62,10.29
146,2017-12-02T00:15:00,0.27,-0.58,91.17,1005.87,0.0000,8.17,10,-1.00,-2.47,9.77
147,2017-12-02T00:25:00,0.62,-0.55,90.90,1005.87,0.0000,5.60,3,-0.70,-1.16,6.67
148,2017-12-02T00:35:00,0.43,-0.56,90.52,1005.87,0.0000,5.36,40,-0.94,-1.26,7.05
149,2017-12-02T00:45:00,0.52,-0.55,90.40,1005.95,0.0000,7.02,41,-0.87,-1.81,10.18
150,2017-12-02T00:55:00,0.53,-0.53,90.49,1005.97,0.0000,6.90,16,-0.85,-1.75,9.93
151,2017-12-02T01:05:00,0.19,-0.56,90.65,1006.08,0.0000,8.59,359,-1.15,-2.69,10.65
152,2017-12-02T01:15:00,0.04,-0.53,91.55,1006.19,0.0000,6.63,12,-1.17,-2.22,9.12
153,2017-12-02T01:25:00,0.25,-0.59,90.76,1006.19,0.0000,5.93,44,-1.08,-1.71,9.18
154,2017-12-02T01:35:00,0.16,-0.60,90.67,1006.25,0.0000,9.13,40,-1.18,-2.88,11.06
155,2017-12-02T01:45:00,0.38,-0.53,90.78,1006.30,0.0000,6.22,4,-0.95,-1.68,8.97
156,2017-12-02T01:55:00,0.29,-0.53,91.33,1006.44,0.0000,5.51,356,-0.95,-1.49,7.19
157,2017-12-02T02:05:00,0.26,-0.58,91.46,1006.54,0.0000,6.07,14,-0.96,-1.75,7.94
158,2017-12-02T02:15:00,0.28,-0.56,90.86,1006.58,0.0000,6.98,32,-1.03,-2.07,10.10
159,2017-12-02T02:25:00,0.34,-0.53,90.61,1006.73,0.0000,6.84,19,-1.01,-1.95,10.38
160,2017-12-02T02:35:00,0.41,-0.55,90.14,1006.81,0.0000,5.82,12,-1.02,-1.49,9.16
161,2017-12-02T02:45:00,0.33,-0.60,89.82,1006.89,0.0000,6.36,27,-1.14,-1.78,8.68
162,2017-12-02T02:55:00,0.25,-0.55,89.72,1007.02,0.0000,7.63,3,-1.24,-2.33,10.24
163,2017-12-02T03:05:00,0.10,-0.53,90.32,1007.05,0.0000,7.95,11,-1.30,-2.61,10.79
164,2017-12-02T03:15:00,0.12,-0.53,91.15,1007.09,0.0000,7.22,13,-1.15,-2.34,9.22
165,2017-12-02T03:25:00,-0.20,-0.52,91.26,1007.13,0.0000,7.87,18,-1.45,-2.93,11.37
166,2017-12-02T03:35:00,-0.03,-0.60,91.02,1007.13,0.0000,10.08,34,-1.32,-3.37,11.18
167,2017-12-02T03:45:00,0.06,-0.59,90.67,1007.24,0.0000,9.18,37,-1.29,-3.03,11.70
168,2017-12-02T03:55:00,-0.13,-0.69,90.74,1007.22,0.0000,7.34,37,-1.46,-2.68,8.85
169,2017-12-02T04:05:00,-0.14,-0.63,90.85,1007.33,0.0000,6.73,43,-1.45,-2.46,8.25
170,2017-12-02T04:15:00,-0.25,-0.58,90.80,1007.42,0.0000,6.99,35,-1.57,-2.69,11.16
171,2017-12-02T04:25:00,-0.52,-0.29,90.61,1007.54,0.0000,10.20,32,-1.87,-3.99,13.10
172,2017-12-02T04:35:00,-0.23,-0.61,90.48,1007.61,0.0000,8.38,38,-1.60,-3.13,9.96
173,2017-12-02T04:45:00,-0.67,-0.65,90.40,1007.80,0.0000,5.01,60,-2.05,-2.36,8.73
174,2017-12-02T04:55:00,-0.47,-0.62,90.72,1007.80,0.0000,3.12,92,-1.80,-0.47,4.90
175,2017-12-02T05:05:00,0.54,-0.64,90.93,1007.88,0.0000,3.43,78,-0.77,0.54,4.93
176,2017-12-02T05:15:00,0.32,-0.54,91.24,1008.22,0.0000,2.95,77,-0.93,0.32,4.47
177,2017-12-02T05:25:00,-0.38,-0.50,90.77,1008.00,0.0000,5.00,9,-1.70,-0.38,6.04
178,2017-12-02T05:35:00,-0.91,-0.70,90.60,1008.21,0.0000,4.59,40,-2.25,-0.91,6.52
179,2017-12-02T05:45:00,-0.26,-0.58,90.85,1008.25,0.0000,5.90,42,-1.58,-2.29,8.05
180,2017-12-02T05:55:00,-1.09,-0.55,90.98,1008.34,0.0000,7.78,6,-2.37,-3.94,9.71
181,2017-12-02T06:05:00,-1.12,-0.54,91.62,1008.34,0.0000,7.69,350,-2.31,-3.95,11.60
182,2017-12-02T06:15:00,-1.27,-0.55,91.68,1008.44,0.0000,9.02,9,-2.44,-4.55,10.78
183,2017-12-02T06:25:00,-1.27,-0.56,91.64,1008.45,0.0000,6.94,15,-2.46,-3.86,8.99
184,2017-12-02T06:35:00,-1.40,-0.62,91.74,1008.46,0.0000,7.40,48,-2.56,-4.17,12.08
185,2017-12-02T06:45:00,-1.38,-0.60,91.85,1008.72,0.0000,6.00,73,-2.54,-3.62,7.09
186,2017-12-02T06:55:00,-1.38,-0.52,91.89,1009.09,0.0000,3.82,96,-2.53,-1.38,5.97
187,2017-12-02T07:05:00,-1.33,-0.56,91.71,1009.16,0.0000,3.92,96,-2.51,-1.33,4.89
188,2017-12-02T07:15:00,-1.13,-0.58,91.57,1009.10,0.0000,3.44,72,-2.33,-1.13,4.81
189,2017-12-02T07:25:00,-0.93,-0.54,90.69,1009.24,0.0000,3.39,82,-2.26,-0.93,5.44
190,2017-12-02T07:35:00,-0.68,-0.43,89.61,1009.20,0.0000,5.61,81,-2.17,-2.64,8.24
191,2017-12-02T07:45:00,-0.82,0.06,88.80,1009.27,0.0000,4.52,58,-2.44,-0.82,7.67
192,2017-12-02T07:55:00,-0.95,0.72,88.52,1009.42,0.0000,4.19,44,-2.60,-0.95,8.38
193,2017-12-02T08:05:00,-1.20,1.16,89.97,1009.53,0.0000,7.18,59,-2.63,-3.86,9.99
194,2017-12-02T08:15:00,-1.46,3.20,90.32,1009.67,0.0000,8.13,74,-2.83,-4.49,9.57
195,2017-12-02T08:25:00,-1.40,4.92,90.54,1009.71,0.0000,7.52,81,-2.74,-4.22,9.63
196,2017-12-02T08:35:00,-1.33,8.44,90.74,1009.82,0.0000,5.79,93,-2.65,-3.46,9.73
197,2017-12-02T08:38:00,-1.71,10.06,90.64,1009.74,0.0000,5.93,89,-3.04,-3.96,9.73
198,2017-12-02T08:55:00,-1.71,19.39,90.50,1009.74,0.0000,6.84,33,-3.06,-4.34,10.18
199,2017-12-02T09:05:00,1.18,21.07,90.42,1009.91,0.0000,6.37,39,-0.21,-0.80,8.63
200,2017-12-02T09:15:00,-1.29,22.29,89.15,1010.05,0.0000,7.13,36,-2.85,-3.95,9.13
201,2017-12-02T09:25:00,-0.88,28.06,88.39,1009.95,0.0000,6.41,34,-2.55,-3.20,8.34
202,2017-12-02T09:35:00,-0.77,27.58,88.25,1010.11,0.0000,7.43,41,-2.47,-3.45,11.63
203,2017-12-02T09:45:00,-0.88,51.83,88.44,1010.15,0.0000,6.24,43,-2.55,-3.14,8.52
204,2017-12-02T09:55:00,-1.96,42.00,87.83,1010.35,0.0000,9.21,29,-3.71,-5.43,11.54
205,2017-12-02T10:05:00,0.83,43.34,88.16,1010.31,0.0000,8.04,30,-0.90,-1.77,11.93
206,2017-12-02T10:15:00,-1.01,35.44,88.73,1010.46,0.0000,9.22,38,-2.64,-4.31,13.50
207,2017-12-02T10:25:00,-2.18,32.17,87.66,1010.53,0.0000,7.46,49,-3.95,-5.11,10.76
208,2017-12-02T10:35:00,-0.62,42.11,87.00,1010.64,0.0000,5.89,84,-2.51,-2.69,8.59
209,2017-12-02T10:45:00,-0.40,46.39,83.87,1010.84,0.0000,7.49,94,-2.79,-3.03,10.54
210,2017-12-02T10:55:00,0.19,59.45,82.32,1010.82,0.0000,7.46,88,-2.47,-2.34,11.45
211,2017-12-02T11:05:00,-1.35,56.45,81.55,1010.86,0.0000,7.00,88,-4.09,-3.97,10.91
212,2017-12-02T11:15:00,-3.48,54.32,81.20,1010.76,0.0000,5.74,64,-6.23,-5.91,9.54
213,2017-12-02T11:25:00,0.20,70.05,81.56,1010.66,0.0000,7.96,60,-2.57,-2.48,12.38
214,2017-12-02T11:35:00,0.55,98.31,81.25,1010.63,0.0000,6.36,85,-2.28,-1.53,8.10
215,2017-12-02T11:45:00,0.87,76.91,84.34,1010.65,0.0000,7.02,57,-1.47,-1.40,12.60
216,2017-12-02T11:55:00,0.41,109.79,87.48,1010.46,0.0000,8.07,25,-1.42,-2.28,11.20
217,2017-12-02T12:05:00,0.26,91.26,86.75,1010.33,0.0000,10.43,4,-1.68,-3.11,12.26
218,2017-12-02T12:15:00,0.28,73.64,87.30,1010.33,0.0000,9.37,14,-1.58,-2.82,11.14
219,2017-12-02T12:25:00,0.33,105.48,86.24,1010.21,0.0000,9.70,18,-1.70,-2.84,14.57
220,2017-12-02T12:35:00,0.36,89.90,85.99,1010.11,0.0000,9.04,22,-1.71,-2.63,11.64
221,2017-12-02T12:45:00,0.21,110.13,87.57,1010.21,0.0000,9.84,24,-1.61,-3.02,13.19
222,2017-12-02T12:55:00,0.56,80.54,85.29,1010.33,0.0000,9.97,4,-1.63,-2.64,11.78
223,2017-12-02T13:05:00,0.41,55.59,85.98,1010.42,0.0000,11.38,8,-1.66,-3.17,14.90
224,2017-12-02T13:15:00,0.74,56.93,84.11,1010.46,0.0000,9.98,8,-1.64,-2.43,12.03
225,2017-12-02T13:25:00,0.75,74.92,83.67,1010.33,0.0000,8.23,11,-1.69,-1.93,11.06
226,2017-12-02T13:35:00,0.88,71.00,83.04,1010.23,0.0000,9.15,5,-1.67,-2.04,12.21
227,2017-12-02T13:45:00,0.49,65.42,82.76,1010.10,0.0000,11.39,30,-2.10,-3.07,15.10
228,2017-12-02T13:55:00,0.56,66.63,80.30,1010.06,0.0000,10.31,34,-2.43,-2.72,12.81
229,2017-12-02T14:05:00,0.66,65.81,80.26,1010.15,0.0000,9.47,47,-2.34,-2.38,13.61
230,2017-12-02T14:15:00,0.53,50.86,79.51,1010.27,0.0000,9.90,41,-2.60,-2.65,12.37
231,2017-12-02T14:25:00,0.68,71.41,80.32,1010.27,0.0000,8.01,48,-2.32,-1.94,11.77
232,2017-12-02T14:35:00,0.63,51.00,78.94,1010.46,0.0000,8.77,27,-2.59,-2.22,14.66
233,2017-12-02T14:45:00,0.71,43.50,79.24,1010.42,0.0000,8.83,30,-2.47,-2.15,11.86
234,2017-12-02T14:55:00,0.68,55.52,77.76,1010.46,0.0000,9.52,29,-2.76,-2.38,13.28
235,2017-12-02T15:05:00,0.58,53.40,77.48,1010.46,0.0000,9.81,31,-2.90,-2.57,11.73
236,2017-12-02T15:15:00,0.84,42.94,82.00,1010.48,0.0000,8.99,20,-1.88,-2.04,11.44
237,2017-12-02T15:25:00,0.71,58.79,82.89,1010.57,0.0000,9.04,8,-1.86,-2.21,10.84
238,2017-12-02T15:35:00,0.48,34.23,80.98,1010.58,0.0000,9.01,33,-2.40,-2.47,12.27
239,2017-12-02T15:45:00,0.66,29.82,80.71,1010.69,0.0000,7.98,23,-2.27,-1.96,9.40
240,2017-12-02T15:55:00,0.68,20.90,82.30,1010.69,0.0000,10.05,6,-1.99,-2.52,13.37
