_id,Date and time (YYYY-MM-DD HH:MM:SS),Temperature (Degree Celcius),Global irradiance (W/m^2),Humidity (%),Atmospheric pressure (hPa; not normalized to sea level),Precipitation (mm),Average wind speed (km/h; 10min window),Wind direction (Degree),Dew point (Degree Celcius),Apparent temperature (Degree Celcius),Maximum wind speed (km/h; 10min window)
69,2017-05-01T11:25:00,8.25,70.49,86.35,998.57,0.0000,9.17,230,6.11,8.25,12.33
70,2017-05-01T11:35:00,8.27,86.60,85.90,998.59,0.0000,7.13,235,6.05,8.27,9.82
71,2017-05-01T11:45:00,8.20,85.23,86.03,998.71,0.0000,10.78,241,6.01,8.20,16.04
72,2017-05-01T11:55:00,8.12,78.66,86.31,998.82,0.0150,9.10,233,5.97,8.12,15.33
73,2017-05-01T12:05:00,8.23,83.67,87.98,998.84,0.0350,8.08,219,6.36,8.23,11.00
74,2017-05-01T12:15:00,8.11,82.69,87.62,998.92,0.0100,9.23,218,6.18,8.11,12.61
75,2017-05-01T12:25:00,8.17,122.25,88.11,999.05,0.0400,9.67,214,6.32,8.17,12.81
76,2017-05-01T12:35:00,8.22,137.36,88.52,999.11,0.0800,7.48,228,6.44,8.22,9.94
77,2017-05-01T12:45:00,8.30,96.22,88.31,999.17,0.1500,5.97,211,6.48,8.30,9.09
78,2017-05-01T12:55:00,8.33,144.98,89.09,999.17,0.1100,5.79,208,6.64,8.33,8.84
79,2017-05-01T13:05:00,8.39,118.30,88.80,999.10,0.1150,6.57,216,6.65,8.39,9.65
80,2017-05-01T13:15:00,8.51,141.88,88.49,999.30,0.0800,7.54,201,6.72,8.51,12.14
81,2017-05-01T13:25:00,8.69,169.29,86.62,999.38,0.0400,6.39,204,6.59,8.69,10.62
82,2017-05-01T13:35:00,8.71,302.31,86.29,999.31,0.0650,10.08,222,6.55,8.71,16.06
83,2017-05-01T13:45:00,8.91,210.84,85.24,999.43,0.0400,9.83,219,6.57,8.91,16.06
84,2017-05-01T13:55:00,9.12,218.91,85.96,999.43,0.0100,7.44,219,6.90,9.12,11.79
85,2017-05-01T14:05:00,9.13,248.31,82.13,999.49,0.0300,10.57,215,6.25,9.13,17.53
86,2017-05-01T14:15:00,9.30,265.11,82.20,999.46,0.0000,9.72,230,6.42,9.30,13.53
87,2017-05-01T14:25:00,9.23,265.97,84.87,999.42,0.0100,8.42,241,6.82,9.23,12.56
88,2017-05-01T14:35:00,9.52,168.75,82.93,999.45,0.0000,7.99,229,6.77,9.52,11.73
89,2017-05-01T14:45:00,9.36,204.93,82.50,999.49,0.0000,9.39,219,6.54,9.36,14.87
90,2017-05-01T14:55:00,9.52,196.56,83.98,999.63,0.0050,7.04,218,6.95,9.52,9.77
91,2017-05-01T15:05:00,9.49,182.54,82.11,999.69,0.0000,9.91,210,6.60,9.49,15.47
92,2017-05-01T15:15:00,9.52,156.35,83.06,999.69,0.0050,7.73,229,6.79,9.52,12.40
93,2017-05-01T15:25:00,9.67,255.86,81.03,999.63,0.0050,8.08,231,6.58,9.67,11.61
94,2017-05-01T15:35:00,9.83,338.76,81.43,999.69,0.0000,8.84,228,6.80,9.83,12.66
95,2017-05-01T15:45:00,10.19,297.75,78.19,999.83,0.0000,7.70,230,6.57,10.19,10.89
96,2017-05-01T15:55:00,10.36,152.36,77.16,999.86,0.0000,7.10,203,6.54,10.36,12.55
97,2017-05-01T16:05:00,10.41,115.86,75.80,999.90,0.0000,6.66,227,6.33,10.41,8.67
98,2017-05-01T16:15:00,10.36,60.90,76.02,999.98,0.0000,6.67,216,6.32,10.36,10.72
99,2017-05-01T16:25:00,10.38,104.63,77.31,1000.02,0.0000,5.67,230,6.58,10.38,8.48
100,2017-05-01T16:35:00,10.01,118.29,78.94,1000.02,0.0400,8.37,222,6.53,10.01,11.23
101,2017-05-01T16:45:00,9.82,103.49,80.34,1000.09,0.1100,7.40,212,6.60,9.82,8.78
102,2017-05-01T16:55:00,9.83,98.31,80.69,1000.07,0.0100,6.76,219,6.67,9.83,9.86
103,2017-05-01T17:05:00,9.96,81.64,81.28,1000.08,0.0000,6.76,209,6.91,9.96,8.21
104,2017-05-01T17:15:00,9.95,68.44,82.12,1000.12,0.0000,6.36,216,7.05,9.95,7.98
105,2017-05-01T17:25:00,9.91,59.13,82.77,1000.24,0.0000,6.87,221,7.12,9.91,8.67
106,2017-05-01T17:35:00,9.82,26.03,84.05,1000.40,0.0800,6.17,219,7.25,9.82,8.48
107,2017-05-01T17:45:00,9.68,57.82,85.20,1000.36,0.1750,7.88,228,7.32,9.68,10.83
108,2017-05-01T17:55:00,9.65,65.19,86.91,1000.53,0.1450,5.75,227,7.58,9.65,9.89
109,2017-05-01T18:05:00,9.53,75.98,87.09,1000.55,0.1750,6.32,236,7.49,9.53,9.03
110,2017-05-01T18:15:00,9.32,87.64,84.40,1000.54,0.0150,6.72,222,6.83,9.32,8.05
111,2017-05-01T18:25:00,9.40,66.69,85.17,1000.54,0.0050,3.46,241,7.04,9.40,5.80
112,2017-05-01T18:35:00,9.39,76.74,84.90,1000.54,0.0000,3.48,222,6.98,9.39,5.73
113,2017-05-01T18:45:00,9.42,62.69,86.52,1000.54,0.0000,3.97,165,7.29,9.42,6.99
114,2017-05-01T18:55:00,9.43,53.06,88.08,1000.54,0.0000,5.95,187,7.56,9.43,7.84
115,2017-05-01T19:05:00,9.27,57.32,85.38,1000.65,0.0000,7.86,188,6.95,9.27,9.36
116,2017-05-01T19:15:00,9.44,35.14,86.54,1000.66,0.0000,5.45,171,7.31,9.44,7.49
117,2017-05-01T19:25:00,9.49,33.26,86.33,1000.82,0.0000,5.70,172,7.33,9.49,7.69
118,2017-05-01T19:35:00,9.54,26.31,86.25,1000.80,0.0000,5.91,180,7.36,9.54,6.65
119,2017-05-01T19:45:00,9.68,22.23,85.77,1000.86,0.0000,6.11,192,7.41,9.68,8.18
120,2017-05-01T19:55:00,9.67,20.73,85.93,1000.90,0.0000,3.65,213,7.43,9.67,5.83
121,2017-05-01T20:05:00,9.69,14.24,85.40,1001.00,0.0000,4.53,201,7.36,9.69,6.64
122,2017-05-01T20:15:00,9.75,8.29,86.26,1001.17,0.0000,4.66,216,7.57,9.75,8.51
123,2017-05-01T20:25:00,9.72,5.44,86.31,1001.17,0.0000,5.65,216,7.54,9.72,7.66
124,2017-05-01T20:35:00,9.69,3.02,86.79,1001.17,0.0000,4.22,219,7.60,9.69,5.51
125,2017-05-01T20:45:00,9.63,2.04,86.82,1001.15,0.0000,4.83,220,7.55,9.63,6.76
126,2017-05-01T20:55:00,9.58,0.28,86.53,1001.17,0.0000,6.77,232,7.45,9.58,9.34
127,2017-05-01T21:05:00,9.58,-0.09,86.21,1001.21,0.0000,4.79,233,7.39,9.58,7.05
128,2017-05-01T21:15:00,9.66,-0.25,86.26,1001.41,0.0000,4.38,236,7.48,9.66,6.76
129,2017-05-01T21:25:00,9.70,-0.26,86.01,1001.43,0.0000,4.60,232,7.47,9.70,6.74
130,2017-05-01T21:35:00,9.61,-0.30,85.96,1001.41,0.0000,4.92,232,7.38,9.61,6.67
131,2017-05-01T21:45:00,9.54,-0.26,86.66,1001.51,0.0000,3.37,222,7.43,9.54,5.03
132,2017-05-01T21:55:00,9.53,-0.29,86.99,1001.53,0.0000,4.10,228,7.47,9.53,5.95
133,2017-05-01T22:05:00,9.51,-0.24,86.93,1001.53,0.0000,3.71,225,7.44,9.51,4.69
134,2017-05-01T22:15:00,9.51,-0.25,86.77,1001.51,0.0000,3.44,222,7.41,9.51,5.94
135,2017-05-01T22:25:00,9.47,-0.22,86.47,1001.53,0.0000,3.54,220,7.33,9.47,4.51
136,2017-05-01T22:35:00,9.35,-0.23,85.79,1001.41,0.0000,4.02,219,7.09,9.35,6.43
137,2017-05-01T22:45:00,9.28,-0.29,85.74,1001.41,0.0000,4.82,237,7.02,9.28,7.98
138,2017-05-01T22:55:00,9.23,-0.29,85.70,1001.41,0.0000,6.26,227,6.96,9.23,8.92
139,2017-05-01T23:05:00,9.04,-0.28,85.81,1001.41,0.0000,6.54,230,6.79,9.04,9.10
140,2017-05-01T23:15:00,9.09,-0.31,86.32,1001.41,0.0000,5.67,238,6.93,9.09,7.20
141,2017-05-01T23:25:00,9.00,-0.34,84.70,1001.41,0.0000,5.77,248,6.56,9.00,7.60
142,2017-05-01T23:35:00,8.97,-0.30,84.10,1001.41,0.0000,6.49,246,6.43,8.97,9.81
143,2017-05-01T23:45:00,8.85,-0.31,83.97,1001.41,0.0000,5.81,247,6.30,8.85,8.91
144,2017-05-01T23:55:00,8.68,-0.30,85.16,1001.33,0.0000,6.64,233,6.33,8.68,8.56
145,2017-05-02T00:05:00,8.61,-0.30,85.80,1001.31,0.0000,6.65,228,6.37,8.61,10.37
146,2017-05-02T00:15:00,8.53,-0.29,86.31,1001.28,0.0000,6.06,225,6.38,8.53,7.78
147,2017-05-02T00:25:00,8.51,-0.26,86.99,1001.40,0.0000,4.09,217,6.47,8.51,6.23
148,2017-05-02T00:35:00,8.31,-0.26,87.64,1001.38,0.0000,6.06,220,6.39,8.31,9.21
149,2017-05-02T00:45:00,8.22,-0.29,88.30,1001.44,0.0000,6.87,220,6.40,8.22,10.84
150,2017-05-02T00:55:00,8.20,-0.29,91.52,1001.51,0.0000,4.14,220,6.91,8.20,6.22
151,2017-05-02T01:00:00,8.19,-0.29,97.82,1001.49,0.0000,4.98,223,7.87,8.19,8.62
152,2017-05-02T01:15:00,8.15,-0.29,97.68,1001.39,0.0000,5.20,233,7.81,8.15,7.36
153,2017-05-02T01:35:00,8.13,-0.31,96.84,1001.32,0.0000,7.36,231,7.66,8.13,9.57
154,2017-05-02T01:45:00,8.12,-0.32,96.87,1001.23,0.0000,6.91,230,7.66,8.12,7.98
155,2017-05-02T01:55:00,8.16,-0.29,96.21,1001.17,0.0000,5.78,234,7.59,8.16,7.82
156,2017-05-02T02:05:00,8.21,-0.35,94.81,1001.14,0.0000,5.39,239,7.43,8.21,7.74
157,2017-05-02T02:15:00,8.38,-0.30,93.47,1001.14,0.0000,6.87,242,7.39,8.38,9.45
158,2017-05-02T02:25:00,8.32,-0.33,92.56,1001.13,0.0000,8.23,248,7.19,8.32,13.07
159,2017-05-02T02:35:00,8.27,-0.35,92.47,1001.21,0.0000,8.09,241,7.13,8.27,10.10
160,2017-05-02T02:45:00,8.18,-0.36,93.19,1001.21,0.0000,9.76,236,7.15,8.18,13.44
161,2017-05-02T02:55:00,8.19,-0.30,92.59,1001.14,0.0000,8.40,236,7.07,8.19,14.20
162,2017-05-02T03:05:00,8.15,-0.30,93.66,1001.14,0.0000,7.73,223,7.19,8.15,11.92
163,2017-05-02T03:15:00,7.94,-0.35,95.19,1001.03,0.0000,6.47,224,7.22,7.94,10.02
164,2017-05-02T03:25:00,7.82,-0.33,96.36,1001.04,0.0000,5.68,218,7.28,7.82,8.50
165,2017-05-02T03:35:00,7.81,-0.31,96.47,1001.03,0.0000,6.97,217,7.28,7.81,9.73
166,2017-05-02T03:45:00,7.86,-0.31,96.06,1001.02,0.0000,6.81,232,7.28,7.86,9.60
167,2017-05-02T03:55:00,7.96,-0.28,95.04,1000.92,0.0000,7.38,237,7.22,7.96,10.97
168,2017-05-02T04:05:00,7.98,-0.31,94.44,1000.90,0.0000,9.41,234,7.14,7.98,13.28
169,2017-05-02T04:15:00,8.26,-0.32,92.78,1000.88,0.0000,8.75,236,7.16,8.26,11.49
170,2017-05-02T04:25:00,8.40,-0.35,91.36,1000.79,0.0000,9.52,234,7.08,8.40,12.62
171,2017-05-02T04:35:00,8.46,-0.32,90.55,1000.81,0.0000,7.85,238,7.00,8.46,11.74
172,2017-05-02T04:45:00,8.48,-0.33,89.30,1000.71,0.0000,9.13,236,6.83,8.48,12.71
173,2017-05-02T04:55:00,8.49,-0.31,88.79,1000.68,0.0000,8.35,237,6.75,8.49,14.25
174,2017-05-02T05:05:00,8.45,-0.33,88.14,1000.71,0.0000,8.62,232,6.60,8.45,12.32
175,2017-05-02T05:15:00,8.48,-0.36,87.96,1000.49,0.0000,6.84,238,6.61,8.48,12.61
176,2017-05-02T05:25:00,8.52,-0.31,87.83,1000.51,0.0000,9.11,237,6.62,8.52,13.61
177,2017-05-02T05:35:00,8.46,-0.31,87.75,1000.59,0.0000,9.28,228,6.55,8.46,11.39
178,2017-05-02T05:45:00,8.49,-0.22,88.22,1000.57,0.0000,10.03,229,6.66,8.49,14.23
179,2017-05-02T05:55:00,8.44,-0.01,88.34,1000.59,0.0000,7.70,225,6.63,8.44,10.25
180,2017-05-02T06:05:00,8.56,0.38,88.44,1000.53,0.0000,5.99,232,6.76,8.56,8.14
181,2017-05-02T06:15:00,8.45,1.18,88.11,1000.63,0.0000,7.70,227,6.60,8.45,11.04
182,2017-05-02T06:25:00,8.60,2.38,86.70,1000.63,0.0000,7.68,233,6.51,8.60,10.81
183,2017-05-02T06:35:00,8.65,4.45,87.04,1000.79,0.0000,7.31,242,6.61,8.65,10.01
184,2017-05-02T06:45:00,8.63,5.28,87.48,1000.80,0.0000,7.96,236,6.67,8.63,10.91
185,2017-05-02T06:55:00,8.63,8.68,88.25,1000.81,0.0000,7.86,233,6.80,8.63,14.22
186,2017-05-02T07:05:00,8.68,15.37,87.73,1000.83,0.0000,8.89,235,6.76,8.68,11.71
187,2017-05-02T07:15:00,8.68,17.56,88.83,1000.91,0.0000,4.83,234,6.95,8.68,6.91
188,2017-05-02T07:25:00,8.74,18.04,89.51,1000.91,0.0000,8.04,222,7.11,8.74,12.09
189,2017-05-02T07:35:00,8.65,28.80,90.67,1000.87,0.0000,5.89,231,7.21,8.65,8.63
190,2017-05-02T07:45:00,8.72,41.56,90.49,1000.87,0.0000,6.84,230,7.25,8.72,11.17
191,2017-05-02T07:55:00,8.76,47.00,90.82,1000.91,0.0050,7.00,234,7.35,8.76,10.75
192,2017-05-02T08:05:00,8.77,43.81,90.61,1000.91,0.0050,6.18,239,7.32,8.77,9.09
193,2017-05-02T08:15:00,8.82,47.68,89.96,1001.01,0.0200,6.05,244,7.27,8.82,9.93
194,2017-05-02T08:25:00,8.84,68.07,89.45,1000.90,0.0150,7.42,243,7.20,8.84,13.65
195,2017-05-02T08:35:00,8.95,80.97,89.82,1000.90,0.0100,9.15,231,7.37,8.95,11.24
196,2017-05-02T08:39:00,9.00,86.67,89.93,1000.92,0.0050,8.81,235,7.44,9.00,10.25
197,2017-05-02T08:55:00,9.09,88.61,87.22,1000.86,0.0000,10.94,229,7.08,9.09,15.17
198,2017-05-02T09:05:00,9.18,90.26,86.03,1000.85,0.0000,10.44,232,6.97,9.18,13.29
199,2017-05-02T09:15:00,9.20,106.07,79.32,1000.82,0.0000,12.81,227,5.81,9.20,17.62
200,2017-05-02T09:25:00,9.34,130.62,79.20,1000.81,0.0000,11.45,238,5.93,9.34,16.33
201,2017-05-02T09:35:00,9.46,164.77,78.67,1000.81,0.0000,10.78,238,5.95,9.46,13.71
202,2017-05-02T09:45:00,9.69,183.32,78.36,1000.68,0.0000,10.89,242,6.11,9.69,18.12
203,2017-05-02T09:55:00,9.75,201.70,75.93,1000.65,0.0000,13.39,230,5.71,9.75,16.80
204,2017-05-02T10:05:00,10.06,205.06,75.08,1000.66,0.0000,12.10,230,5.85,10.06,15.88
205,2017-05-02T10:15:00,10.22,213.42,73.78,1000.74,0.0000,10.66,228,5.75,10.22,15.03
206,2017-05-02T10:25:00,10.17,215.79,73.05,1000.83,0.0000,13.09,238,5.56,10.17,15.00
207,2017-05-02T10:35:00,10.19,220.68,73.25,1000.93,0.0000,14.94,237,5.62,10.19,17.91
208,2017-05-02T10:45:00,10.42,228.45,72.22,1000.88,0.0000,12.05,238,5.64,10.42,19.27
209,2017-05-02T10:55:00,10.52,229.53,72.12,1000.84,0.0000,12.65,238,5.72,10.52,16.57
210,2017-05-02T11:05:00,10.65,242.16,71.92,1000.85,0.0000,12.82,246,5.80,10.65,18.89
211,2017-05-02T11:15:00,10.64,269.54,71.95,1000.87,0.0000,13.46,241,5.80,10.64,16.95
212,2017-05-02T11:25:00,11.03,300.91,70.91,1000.83,0.0000,9.72,258,5.95,11.03,13.84
213,2017-05-02T11:35:00,11.12,323.15,70.52,1000.67,0.0000,10.71,275,5.97,11.12,17.74
214,2017-05-02T11:45:00,11.62,327.12,68.49,1000.68,0.0000,6.76,253,6.03,11.62,10.04
215,2017-05-02T11:55:00,11.85,330.25,66.73,1000.63,0.0000,7.05,265,5.86,11.85,14.17
216,2017-05-02T12:05:00,11.70,330.83,65.42,1000.68,0.0000,10.27,265,5.44,11.70,14.68
217,2017-05-02T12:15:00,11.84,342.10,65.54,1000.66,0.0000,10.87,262,5.60,11.84,13.76
218,2017-05-02T12:25:00,12.18,378.70,65.43,1000.61,0.0000,10.22,271,5.90,12.18,14.54
219,2017-05-02T12:35:00,12.24,423.92,64.02,1000.54,0.0000,9.98,265,5.64,12.24,15.06
220,2017-05-02T12:45:00,12.34,465.82,64.44,1000.51,0.0000,10.70,282,5.83,12.34,14.91
221,2017-05-02T12:55:00,12.92,501.92,62.16,1000.49,0.0000,9.49,270,5.86,12.92,14.88
222,2017-05-02T13:05:00,13.15,565.13,60.65,1000.41,0.0000,10.57,284,5.72,13.15,13.83
223,2017-05-02T13:15:00,13.44,553.26,55.91,1000.41,0.0000,10.51,241,4.82,13.44,13.31
224,2017-05-02T13:25:00,14.21,509.75,55.29,1000.38,0.0000,7.11,258,5.38,14.21,9.55
225,2017-05-02T13:35:00,14.08,507.80,52.88,1000.30,0.0000,9.75,262,4.62,14.08,14.73
226,2017-05-02T13:45:00,14.02,305.27,51.62,1000.31,0.0000,12.69,289,4.22,14.02,16.07
227,2017-05-02T13:55:00,14.58,474.61,53.52,1000.25,0.0000,5.51,312,5.26,14.58,10.05
228,2017-05-02T14:05:00,14.69,321.11,51.36,1000.22,0.0000,6.58,315,4.77,14.69,10.13
229,2017-05-02T14:15:00,14.51,272.66,51.88,1000.23,0.0000,6.49,302,4.75,14.51,10.29
230,2017-05-02T14:25:00,14.39,204.22,48.67,1000.23,0.0000,8.03,309,3.73,14.39,11.21
231,2017-05-02T14:35:00,14.12,146.61,49.25,1000.19,0.0000,10.02,304,3.64,14.12,13.36
232,2017-05-02T14:45:00,14.03,123.86,50.09,1000.18,0.0000,8.02,305,3.80,14.03,11.50
233,2017-05-02T14:55:00,13.89,212.75,56.22,1000.14,0.0000,7.48,289,5.32,13.89,13.50
234,2017-05-02T15:05:00,13.96,303.31,51.05,1000.11,0.0000,6.49,317,4.01,13.96,10.74
235,2017-05-02T15:15:00,14.31,427.34,50.06,1000.03,0.0000,6.12,317,4.05,14.31,9.78
236,2017-05-02T15:25:00,14.79,364.45,46.39,1000.10,0.0000,7.02,329,3.41,14.79,8.65
237,2017-05-02T15:35:00,14.77,338.51,44.50,1000.16,0.0000,7.20,307,2.81,14.77,11.20
238,2017-05-02T15:45:00,15.04,335.89,47.22,1000.08,0.0000,7.23,281,3.89,15.04,10.65
239,2017-05-02T15:55:00,15.03,354.41,47.55,1000.11,0.0000,6.84,323,3.98,15.03,11.60
240,2017-05-02T16:05:00,15.12,352.99,44.68,1000.15,0.0000,7.20,331,3.18,15.12,10.29
241,2017-05-02T16:15:00,15.28,387.98,44.55,1000.13,0.0000,5.57,345,3.29,15.28,10.08
242,2017-05-02T16:25:00,15.94,427.11,40.72,1000.14,0.0000,4.94,292,2.61,15.94,8.94
243,2017-05-02T16:35:00,15.55,263.64,41.62,1000.15,0.0000,9.78,297,2.57,15.55,14.07
244,2017-05-02T16:45:00,15.49,246.26,42.16,1000.17,0.0000,9.52,293,2.69,15.49,13.55
245,2017-05-02T16:55:00,15.32,277.42,47.52,1000.23,0.0000,7.46,328,4.23,15.32,11.34
246,2017-05-02T17:05:00,14.96,372.84,53.47,1000.23,0.0000,10.49,347,5.60,14.96,15.59
247,2017-05-02T17:15:00,14.72,242.11,51.57,1000.28,0.0000,10.50,352,4.86,14.72,14.38
248,2017-05-02T17:25:00,14.52,182.80,51.21,1000.39,0.0000,9.46,355,4.57,14.52,12.70
